,sample_id,Tier_A,Tier_B,leiden_annotation,x_centroid,y_centroid,epi_kmeans_6,epi_kmeans_8,epi_kmeans_10,epi_kmeans_12,epi_kmeans_14
hokocimh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7134.29443359375,4631.10986328125,2,7,7,11,11
hokofech-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7141.2421875,4627.2880859375,0,7,8,8,8
hokojcgk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7138.07861328125,4616.375,5,2,2,2,2
hokollli-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7137.68408203125,4672.962890625,0,0,0,0,8
holafakn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7107.19482421875,4675.40869140625,3,5,9,9,9
holakpkc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7149.51708984375,4612.97509765625,5,2,2,2,2
holcffal-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7116.26513671875,4445.47705078125,2,7,8,8,8
holcobnk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7109.99462890625,4424.5595703125,0,0,0,0,0
holcojje-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7116.9375,4457.16845703125,2,7,7,7,7
holcopaf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7116.671875,4485.97314453125,3,5,9,9,9
holdgljc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7117.66552734375,4474.2333984375,2,5,9,11,11
holdhiam-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7113.173828125,4465.4599609375,2,7,7,8,12
holdkhkb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7131.779296875,4507.73828125,5,2,2,2,2
holdnanf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7146.01171875,4472.5576171875,5,2,2,2,2
holdoimm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7143.85009765625,4489.0458984375,0,0,0,0,0
holfaedd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7137.24609375,4477.59130859375,2,5,5,11,11
holfapfb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7130.52490234375,4466.3388671875,2,5,5,11,11
holfepbd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7127.41552734375,4480.7392578125,5,7,7,11,7
holfgkle-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7128.82421875,4472.8173828125,2,7,8,8,12
holgjama-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7079.15234375,4495.17138671875,3,5,9,9,9
holgodpe-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7069.13916015625,4504.896484375,2,7,7,11,11
holgplhk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7083.107421875,4505.27978515625,0,0,0,0,0
holibgkj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7102.30810546875,4472.17138671875,0,0,0,0,0
holinoha-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7117.0400390625,4542.32861328125,3,5,9,9,9
holjbnml-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7120.482421875,4523.64306640625,0,0,0,0,0
holjfhid-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7135.158203125,4539.9189453125,2,7,7,7,7
holkajnf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7142.5478515625,4533.65576171875,3,5,5,5,5
holkccni-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7146.3818359375,4556.9365234375,5,2,2,2,2
holkehep-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7151.5234375,4533.306640625,5,2,2,2,2
holkeoph-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7131.04296875,4547.98095703125,2,7,8,5,8
holkldfp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7129.86767578125,4514.75244140625,5,2,2,2,2
holkocnj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7128.90185546875,4521.57421875,5,2,2,2,2
holkopkl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7146.5361328125,4570.33837890625,5,2,2,2,2
holmfgla-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7135.03955078125,4581.9033203125,3,0,9,9,9
holmlbjc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7126.90966796875,4610.79345703125,5,2,2,2,2
holmnfmc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7139.8369140625,4604.70849609375,2,5,5,5,5
holnahnp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7134.3515625,4597.48095703125,5,2,2,2,2
holnckmp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7128.1484375,4597.9521484375,2,7,7,7,7
holndamd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7119.5537109375,4580.4326171875,3,5,9,9,9
holnmejo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7120.36474609375,4601.27490234375,5,2,2,2,2
holofcep-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7073.97314453125,4529.2099609375,3,0,9,9,9
homckgcf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7090.2578125,4587.36962890625,5,2,2,2,2
homcpdgh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7095.9794921875,4592.1982421875,5,2,2,2,2
homdccbi-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7097.75439453125,4581.49951171875,0,7,5,5,5
homddcme-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7108.14501953125,4589.44189453125,3,5,9,9,9
homdibii-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7075.4765625,4556.3369140625,2,7,5,5,8
homeedoc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7104.22802734375,4562.88232421875,0,0,0,7,7
homeflij-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7027.63818359375,4464.47607421875,3,5,5,5,5
homfcjfp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7033.7001953125,4450.857421875,2,7,7,11,11
homfdnfb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7036.78564453125,4443.46533203125,2,7,7,11,11
homffcag-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7037.1220703125,4480.69873046875,3,5,5,5,5
homfmdbl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7041.3388671875,4471.4189453125,5,7,7,7,12
homgchmf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7067.0703125,4481.39501953125,3,0,9,9,9
homgecfd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7072.7431640625,4466.8974609375,3,0,9,9,9
homggldd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7057.12353515625,4466.044921875,0,0,9,11,11
homgpial-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6967.4658203125,4569.63232421875,0,0,0,0,0
homhfbkn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6973.4052734375,4560.40185546875,5,2,2,2,2
homiadik-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6997.45849609375,4557.7568359375,5,2,2,2,12
homididd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7006.59521484375,4572.64794921875,5,2,2,2,2
homijgnk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7064.10791015625,4493.841796875,2,7,7,11,11
homildkp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7063.1513671875,4539.79638671875,2,5,5,5,5
homilnma-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7057.912109375,4508.91796875,3,5,9,9,9
homimbmi-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7063.18896484375,4548.41357421875,5,2,7,11,12
homindmb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7072.52294921875,4574.14111328125,3,5,5,5,5
homjanfc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7063.36181640625,4568.408203125,2,7,8,11,11
homjejop-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7063.03515625,4556.04248046875,2,5,5,5,5
homjofmo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7044.4755859375,4532.2080078125,3,5,9,9,9
homkaenn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7045.85693359375,4573.7685546875,5,2,2,2,2
homkddgl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7018.86181640625,4527.74462890625,2,7,7,11,11
homkefmj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7023.92626953125,4539.0712890625,2,7,5,11,11
homkhoin-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7036.94677734375,4554.6103515625,2,7,7,11,11
homlcdmg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7023.271484375,4556.115234375,2,7,5,5,5
homlddjf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7026.42724609375,4495.59033203125,5,2,2,7,7
homlnmkg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7027.28125,4525.8310546875,2,7,5,11,11
hommelgj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7037.7314453125,4520.4560546875,2,7,8,11,11
hommiadh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7030.640625,4510.66650390625,0,0,0,0,0
hommlfln-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6982.0712890625,4467.60107421875,3,5,9,9,9
homncfih-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6989.740234375,4483.6044921875,2,7,8,7,7
hompenml-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7004.65087890625,4532.51953125,0,0,0,0,0
honcappc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7003.72314453125,4493.05712890625,0,0,0,0,0
honccfhl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7018.2958984375,4505.431640625,5,2,7,7,7
hondahcj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7013.8955078125,4499.9384765625,5,2,7,2,2
hondieae-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6969.283203125,4501.7275390625,2,7,7,7,7
hondkalb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6979.25,4519.7880859375,5,2,2,2,2
hondognl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6972.30224609375,4513.3388671875,0,7,7,7,7
hondphij-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7045.04443359375,4301.638671875,2,7,8,8,8
honebbfc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7045.5390625,4310.115234375,0,0,0,5,5
honfeihe-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7011.47509765625,4328.95849609375,5,7,7,7,12
honfimdn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7016.8779296875,4337.79638671875,5,2,2,2,2
honfnfmf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7022.64111328125,4327.29638671875,0,0,0,0,0
honfpchk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7027.791015625,4317.11376953125,5,2,7,2,12
hongejeg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7028.3994140625,4305.1162109375,2,7,8,8,8
hongkbid-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7049.48095703125,4364.5791015625,0,0,0,0,0
hongpfnf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7056.63623046875,4379.27490234375,5,2,2,2,2
honhlnmb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7067.18310546875,4378.4345703125,0,0,0,0,0
honjaefm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7002.20654296875,4335.89697265625,0,7,0,7,7
honnlacl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6981.2177734375,4306.8466796875,0,0,0,0,0
hoobbfmm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6993.859375,4390.7685546875,0,0,0,0,0
hoobmbid-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6979.9638671875,4381.7900390625,5,2,2,2,2
hoodcnic-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7016.5146484375,4413.33154296875,2,7,7,7,7
hoodlifi-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7002.56005859375,4407.9501953125,2,7,8,7,8
hoodnlec-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7013.048828125,4404.2236328125,2,7,7,7,7
hoodpdpo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7009.591796875,4392.69921875,5,7,7,11,11
hooefjbg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6979.00732421875,4454.29541015625,2,7,7,7,7
hooelkib-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6976.7373046875,4426.9638671875,0,0,0,0,0
hooeomfk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6967.73828125,4420.59716796875,5,2,2,2,2
hoofbgbn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6993.61279296875,4463.88232421875,2,7,5,7,7
hoofcagd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6990.22998046875,4442.86865234375,0,0,0,5,5
hoofdbml-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7005.19970703125,4439.44677734375,0,7,8,7,7
hoofjnpl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6998.28173828125,4420.0546875,2,7,5,7,7
hoogfinj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6990.43408203125,4424.2578125,2,7,7,7,7
hooghhkd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6962.82666015625,4407.89990234375,2,7,5,7,7
hooheekh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6961.345703125,4395.783203125,0,7,7,7,7
hoohimmd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7045.9970703125,4391.62841796875,0,0,8,8,8
hoohlblc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7038.39453125,4420.9619140625,2,7,7,11,11
hoohomoh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7032.8212890625,4395.82080078125,2,7,8,7,7
hoohooja-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7048.8603515625,4430.1513671875,5,2,7,7,12
hooiadgf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7036.75439453125,4438.95556640625,5,2,2,2,2
hooiaodm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7039.55810546875,4433.02001953125,5,2,7,11,11
hooigpcm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7026.962890625,4420.77685546875,2,7,8,8,8
hooijcei-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7023.84912109375,4426.18994140625,5,2,2,2,2
hooilcbj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7062.61376953125,4411.26806640625,3,0,9,9,9
hooineji-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7065.4228515625,4449.0439453125,3,0,9,9,9
hoolikpf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7057.7919921875,4427.62353515625,5,7,7,7,7
hoomccff-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7027.3720703125,4373.0,3,0,9,9,9
hoomkcdo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7020.2421875,4439.146484375,0,5,5,5,5
hoomlkjo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7032.0419921875,4433.90576171875,5,2,2,2,2
hoonfklf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7022.66845703125,4402.2353515625,5,2,2,2,2
hoonpdbp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7144.3955078125,4339.11669921875,0,0,8,5,8
hoopjeic-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7072.576171875,4338.50927734375,0,0,0,0,0
hopampld-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7086.74560546875,4345.52197265625,0,0,0,0,0
hopfgcep-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7146.32373046875,4390.908203125,3,0,9,9,8
hopfhljm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7134.33984375,4377.33740234375,3,5,9,9,9
hopgbloc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7149.13525390625,4461.89794921875,0,0,0,0,0
hopgemfm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7136.32568359375,4458.22998046875,2,7,7,7,7
hopglcki-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7128.57666015625,4456.72412109375,2,7,7,11,11
hopgolhn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7140.255859375,4447.92041015625,0,0,0,7,7
hopibljc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7127.64599609375,4424.935546875,3,0,9,9,9
hopmljde-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7290.91162109375,3775.26806640625,5,2,2,2,2
hopnkhbp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7242.88525390625,3845.3935546875,0,0,0,5,5
hopnmenn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7271.00146484375,3847.618408203125,2,5,8,8,8
hopnmnhd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7287.9111328125,3824.080322265625,2,5,9,5,5
hopnofof-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7245.38623046875,3827.25634765625,5,2,2,2,2
hopoehno-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7236.1953125,3819.186279296875,0,0,0,0,0
hopofhjj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7275.1337890625,3816.399169921875,3,5,5,5,5
hopohmdh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7261.8583984375,3816.645751953125,5,2,2,2,2
hopojing-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7248.10888671875,3817.417724609375,2,7,7,7,7
hoppimlj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7297.2529296875,3831.257568359375,2,7,7,7,7
hpaalkae-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7310.56884765625,3852.01171875,2,7,5,5,5
hpaalkgn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7307.75390625,3840.24365234375,2,7,7,7,7
hpabepei-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7229.18310546875,3839.8349609375,0,7,8,7,7
