,sample_id,Tier_A,Tier_B,leiden_annotation,x_centroid,y_centroid,epi_kmeans_6,epi_kmeans_8,epi_kmeans_10,epi_kmeans_12,epi_kmeans_14
clhaahdd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5898.38818359375,2311.125,4,3,3,3,13
clhabnim-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5906.91650390625,2307.533935546875,4,4,4,4,4
clhadade-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5895.837890625,2280.242431640625,4,4,4,10,10
clhadiad-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5902.8662109375,2298.56396484375,4,4,4,4,4
clhafckn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5890.69482421875,2298.7890625,4,4,4,4,4
clhaicmp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5897.61328125,2296.0283203125,1,1,1,4,4
clhbalei-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5899.4072265625,2289.081298828125,4,4,4,10,10
clhbdimj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5898.1748046875,2230.72412109375,4,4,4,10,10
clhbjhan-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5895.08984375,2245.215087890625,4,1,1,4,4
clhbnpcn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5894.93798828125,2239.677734375,4,4,4,10,10
clhcfofg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5896.15625,2251.883056640625,4,4,4,10,10
clhckoja-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5895.19873046875,2270.36767578125,4,4,4,10,10
clhdjndi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5892.15625,2262.056640625,4,4,4,10,10
clheefcb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5904.64208984375,2260.174560546875,4,4,4,10,10
clheejah-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5868.23388671875,2282.216064453125,4,4,4,10,10
clhemmoa-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5875.837890625,2292.05712890625,4,4,4,4,4
clhfcpgl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5866.96533203125,2290.796630859375,4,4,4,10,10
clhfieip-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5875.16455078125,2284.98974609375,4,4,4,4,4
clhfihec-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5871.9384765625,2298.44189453125,4,3,3,3,3
clhfmeig-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5870.03515625,2306.67919921875,1,1,1,4,4
clhgcalo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5878.67138671875,2301.895263671875,4,4,4,10,10
clhghjfl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5855.47705078125,2303.636474609375,4,4,4,10,10
clhhogdm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5862.7900390625,2309.212158203125,4,4,4,4,4
clhidlid-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5863.37060546875,2296.64697265625,1,1,1,4,4
clhigjlm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5864.84326171875,2302.024658203125,4,4,4,10,10
clhikjpa-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5858.607421875,2290.71630859375,4,4,4,10,13
clhjolmo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5892.88916015625,2220.415771484375,4,4,4,4,4
clhkfaio-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5867.45947265625,2217.892333984375,1,1,1,1,1
clhkjlne-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5889.69140625,2227.81982421875,4,4,4,10,13
clhkldic-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5875.12744140625,2232.810302734375,1,1,1,1,1
clhlaiap-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5868.4111328125,2230.535400390625,4,4,4,4,4
clhlhmdj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5871.0029296875,2226.10986328125,1,1,1,4,4
clhlkghk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5854.19873046875,2220.69970703125,4,4,4,4,4
clhllema-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5851.482421875,2225.72412109375,4,1,1,4,4
clhmbhpm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5860.29443359375,2223.541015625,4,4,4,4,13
clibegeg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5831.37890625,2337.4267578125,4,4,4,10,10
clicffhc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5844.38623046875,2354.434814453125,4,3,3,3,3
clichbil-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5848.2763671875,2360.195556640625,4,4,4,4,4
clicnbkd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5863.1513671875,2356.6943359375,4,4,4,10,10
clidjndh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5870.880859375,2357.419677734375,4,3,3,3,3
clidlklh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5823.36962890625,2342.2421875,4,3,3,3,3
clidmkpd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5830.7978515625,2360.252197265625,1,1,1,1,1
clidncmc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5836.0546875,2354.459716796875,4,4,4,10,10
clidnmkk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5824.1572265625,2355.85986328125,4,4,4,10,10
cliebnnk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5832.435546875,2346.790283203125,4,3,3,3,3
cliemcek-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5823.52294921875,2348.653076171875,4,3,3,10,10
clieoelc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5848.34814453125,2330.8466796875,4,4,4,10,10
clifainb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5843.89599609375,2342.980712890625,4,3,3,3,3
cliffdbl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5840.2001953125,2336.970703125,4,3,3,3,3
clifhkgi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5837.93896484375,2328.907470703125,4,4,4,4,4
cligmonn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5861.05859375,2262.416748046875,4,4,4,10,10
clihmall-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5874.166015625,2264.150390625,4,1,1,4,4
cliiebim-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5866.60986328125,2268.07763671875,4,4,4,10,10
cliikccf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5878.1044921875,2279.421875,4,4,4,4,4
cliilcjg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5868.21533203125,2274.30517578125,1,1,1,1,1
clijakkh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5874.623046875,2270.72412109375,4,1,1,4,4
clijblac-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5856.294921875,2269.864013671875,4,4,4,10,10
clijdnjb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5855.7216796875,2276.613037109375,4,4,4,10,10
clinblgf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5846.32958984375,2231.920654296875,4,4,4,4,4
clindhdc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5844.76953125,2224.429443359375,4,4,4,4,4
cliphefd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5738.802734375,2266.537353515625,1,1,1,4,4
clipknpn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5738.99365234375,2287.013427734375,4,4,4,10,10
clipnmge-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5740.39697265625,2280.6142578125,1,1,1,1,1
cljaiebp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5738.63232421875,2274.86767578125,1,1,1,1,1
cljaifib-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5756.0068359375,2277.70556640625,1,1,1,1,1
cljaiijd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5756.26513671875,2292.412841796875,4,4,4,4,4
cljajafe-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5755.0361328125,2282.979248046875,1,1,1,4,4
cljakpeh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5767.3134765625,2279.4306640625,1,1,1,1,1
cljbgkma-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5761.3486328125,2256.735595703125,4,4,4,10,10
cljbohle-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5759.03759765625,2271.326416015625,4,3,3,4,13
cljcfmfi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5767.56787109375,2260.777099609375,4,4,4,10,13
cljdeeip-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5754.16650390625,2264.170166015625,4,4,4,4,4
cljdejob-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5753.5712890625,2253.116943359375,4,4,4,3,3
cljdjhch-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5724.8544921875,2272.63427734375,4,4,4,4,4
cljdmkif-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5724.43701171875,2287.107666015625,1,1,1,1,1
cljeakjf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5727.74951171875,2283.90771484375,1,1,1,1,1
cljekmoe-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5725.30322265625,2278.32763671875,1,1,1,4,4
cljfhcjb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5730.36474609375,2275.649658203125,4,4,4,10,10
cljfncci-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5734.0263671875,2281.461181640625,4,4,4,4,4
cljgaaeg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5718.54638671875,2273.6494140625,1,1,1,1,1
cljgclhp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5722.96533203125,2306.87451171875,4,4,4,4,4
cljhcbcb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5720.0537109375,2304.7412109375,1,1,1,4,4
cljhimbe-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5720.9111328125,2290.563232421875,4,4,4,4,4
cljhkkjd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5721.6630859375,2282.624755859375,1,1,1,4,4
cljhknng-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5719.00537109375,2278.23779296875,4,1,1,4,4
cljhndpo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5732.32666015625,2251.91064453125,1,1,1,1,1
cljhpblf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5730.27685546875,2260.749267578125,4,4,4,10,10
cljiddga-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5733.92529296875,2268.115478515625,1,1,1,4,4
cljiojih-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5731.3662109375,2265.630859375,4,4,4,4,4
cljjeimj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5727.87060546875,2256.156005859375,4,4,4,4,4
cljjhkfg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5719.40380859375,2258.61328125,1,1,1,4,4
cljkcmni-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5721.39990234375,2265.769287109375,4,4,4,10,10
cljkmogb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5722.7529296875,2260.04833984375,4,4,4,4,4
cljlambe-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5737.005859375,2257.960205078125,1,4,4,4,4
cljlnjja-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5758.9404296875,2300.976318359375,4,4,1,4,4
cljmejbo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5764.83154296875,2301.7080078125,4,4,4,10,10
cljmflcm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5738.38427734375,2305.16552734375,1,1,1,4,4
cljmgpjn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5761.4921875,2284.244140625,4,3,3,3,3
cljmlchb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5780.64599609375,2298.063232421875,4,3,3,3,13
cljmmnia-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5771.3955078125,2299.685791015625,4,4,4,10,10
cljoeeij-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5772.90625,2279.55712890625,4,4,4,4,13
cljonkgp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5776.8701171875,2286.90380859375,4,4,4,4,4
cljpdddh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5852.95703125,2282.298095703125,4,3,3,4,4
cljpnakj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5850.31396484375,2286.800048828125,1,1,1,4,4
clkahlmp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5850.94677734375,2293.9736328125,4,3,3,3,3
clkbnclf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5853.5400390625,2312.839599609375,4,3,3,3,3
clkenpoi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5770.71484375,2251.20703125,4,4,4,10,10
clkfaemb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5777.05712890625,2271.459716796875,1,1,1,4,4
clkfecmc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5771.7783203125,2266.10888671875,4,4,4,4,4
clkmabec-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5713.97119140625,2216.9580078125,4,4,4,4,4
clkmcgnd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5714.58740234375,2223.11181640625,1,1,1,4,4
clkmenlk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5709.90966796875,2221.749755859375,1,1,1,1,1
clkmfjma-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5707.18505859375,2219.123779296875,1,1,1,1,1
clkmoilb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5708.9111328125,2227.742431640625,4,4,4,10,4
clknhebn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5706.2646484375,2234.135498046875,4,4,4,4,4
clknhgph-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5712.9169921875,2232.905517578125,1,1,1,4,4
clknidle-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5715.0595703125,2228.14794921875,1,1,1,1,1
clknoalf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5705.06298828125,2224.8076171875,1,4,4,10,4
clkobnmi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5701.03955078125,2230.892333984375,4,4,4,4,4
clkohbgo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5696.546875,2228.0380859375,4,4,4,10,10
clkoiklm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5696.68212890625,2222.490234375,4,4,4,4,4
clkolaaa-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5703.228515625,2219.912109375,1,1,1,1,1
clkomalh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5682.96337890625,2217.087158203125,4,4,4,4,4
clkopfjn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5687.5166015625,2233.03759765625,1,4,4,4,4
clkpdlak-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5687.31982421875,2228.29052734375,4,4,4,10,10
clkpgjkh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5684.0068359375,2223.2236328125,4,4,4,10,10
clkpmgbm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5664.357421875,2241.851318359375,4,4,4,10,10
cllbemce-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5717.02001953125,2234.04931640625,1,1,1,1,1
cllbgcna-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5717.66748046875,2250.06787109375,1,4,4,4,4
cllbicce-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5713.9365234375,2247.095947265625,4,4,4,4,4
cllbkneg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5711.294921875,2242.58447265625,1,1,1,1,1
cllcbbae-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5715.72412109375,2239.933837890625,1,1,1,1,1
cllcbjjg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5711.52392578125,2238.379150390625,1,1,1,1,1
cllcccok-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5706.32177734375,2240.173095703125,1,1,1,1,1
cllcioff-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5705.73193359375,2247.535888671875,4,4,4,10,10
cllckofp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5700.61328125,2244.903076171875,4,4,4,4,4
cllcobog-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5692.9462890625,2236.74755859375,4,4,4,10,10
clldciek-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5691.06689453125,2245.244140625,4,4,4,4,4
cllgdkml-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5698.5654296875,2240.1064453125,4,4,4,10,10
cllgffic-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5659.2900390625,2217.946044921875,4,4,4,10,10
cllhabfc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5661.04248046875,2237.60546875,4,4,4,4,4
cllhcinp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5660.80029296875,2232.1748046875,4,4,4,4,4
cllhdpma-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5657.69140625,2228.850830078125,4,4,4,10,10
cllhgnai-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5656.73046875,2223.803955078125,4,4,4,10,10
cllhnlpp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5671.28564453125,2237.0048828125,1,1,1,4,4
cllieaoi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5676.80712890625,2225.8486328125,4,4,4,4,4
cllimelp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5665.18798828125,2221.551025390625,1,1,1,4,4
clljenmo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5668.09130859375,2231.66552734375,4,4,4,10,10
clljjemo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5665.5166015625,2226.006591796875,1,1,1,4,4
clljjhoj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5707.1025390625,2252.106201171875,1,1,1,1,1
clljlhce-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5717.53173828125,2255.25927734375,1,1,1,4,4
cllkceck-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5710.33935546875,2255.54736328125,4,4,4,4,4
cllkdemo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5710.18017578125,2269.939697265625,4,4,4,10,10
cllkinda-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5712.96044921875,2275.434326171875,1,4,4,4,4
cllkmmbl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5709.40234375,2279.546142578125,4,4,4,4,4
cllknpom-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5716.21728515625,2286.931396484375,4,4,4,4,4
clllfmce-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5713.6162109375,2283.173583984375,4,4,4,4,4
clllnjfd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5713.259765625,2259.21044921875,1,1,1,1,1
cllmamfo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5715.8427734375,2270.969970703125,1,1,1,4,4
cllmdece-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5716.2314453125,2265.314697265625,1,1,1,1,4
cllmpgje-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5714.49658203125,2262.204833984375,1,1,1,1,1
cllngomh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5694.748046875,2252.06884765625,1,4,4,4,4
cllnnokh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5700.30859375,2256.4853515625,1,1,1,4,4
clmcloce-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5697.5703125,2277.325439453125,4,4,4,10,10
clmcoimp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5694.20361328125,2287.224609375,1,1,1,4,4
clmdcglh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5706.5126953125,2275.4306640625,1,1,1,4,4
clmdclcd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5707.68701171875,2284.900146484375,1,1,1,4,4
clmdgemb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5703.369140625,2261.948974609375,4,4,4,10,10
clmdjajj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5697.4404296875,2267.603759765625,4,4,4,4,4
clmdjcoj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5701.16162109375,2272.06005859375,4,1,1,4,4
clmdmaeo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5709.2548828125,2265.295166015625,1,1,1,4,4
clmdpmkf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5593.87841796875,2239.21435546875,1,1,1,4,4
clmedpjh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5601.16748046875,2254.796630859375,1,1,1,4,4
clmeifab-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5601.5888671875,2244.240966796875,4,4,4,10,10
clmfapai-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5598.4931640625,2239.334228515625,4,4,4,4,4
