,annotation_level1,annotation_level2,annotation_level3,Ki67_status,Tier_A,Tier_B
40331_1_1375618,Fibroblasts,Fibroblasts,aSMA+FAP+Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP+Thy1-PDPN- fibroblasts
40331_1_1375619,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts
40331_1_1375620,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375621,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375622,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375638,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375639,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375640,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375641,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375642,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375643,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375644,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375660,Fibroblasts,Fibroblasts,aSMA-FAP-Thy1+PDPN- fibroblasts,Unknown,Fibroblasts,aSMA-FAP-Thy1+PDPN- fibroblasts
40331_1_1375661,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375662,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375663,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375664,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375665,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375666,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375667,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375680,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375681,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375682,Lymphocytes,T cells,CD8 T cells,Unknown,T cells,CD8 T cells
40331_1_1375683,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375684,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375685,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375686,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375687,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375688,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375703,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375704,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375705,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375706,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375707,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375708,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375709,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375710,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375711,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375728,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375729,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375730,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375731,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375732,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375733,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375734,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375735,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375736,Fibroblasts,Fibroblasts,aSMA+FAP+Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP+Thy1-PDPN- fibroblasts
40331_1_1375737,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375749,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375750,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375751,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts
40331_1_1375752,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375753,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375754,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375755,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375756,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375757,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375758,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375759,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375760,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375761,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375782,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375783,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375784,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375785,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375786,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375799,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375800,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375801,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375802,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375803,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375804,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375805,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375806,Fibroblasts,Fibroblasts,aSMA-FAP+Thy1+PDPN- fibroblasts,Unknown,Fibroblasts,aSMA-FAP+Thy1+PDPN- fibroblasts
40331_1_1375807,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375808,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts
40331_1_1375809,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375810,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375827,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375828,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375829,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375830,Fibroblasts,Fibroblasts,aSMA-FAP-Thy1+PDPN- fibroblasts,Unknown,Fibroblasts,aSMA-FAP-Thy1+PDPN- fibroblasts
40331_1_1375831,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375832,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375833,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375834,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375835,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1+PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1+PDPN- fibroblasts
40331_1_1375836,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375837,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375838,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375839,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375840,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375841,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375842,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375853,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375854,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375855,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375856,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375857,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375858,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375859,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375860,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts
40331_1_1375861,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375878,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375879,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375880,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375881,Lymphocytes,T cells,activated CD8 T cells,Unknown,T cells,activated CD8 T cells
40331_1_1375896,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375897,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375898,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375899,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375900,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375901,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375902,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375903,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375904,Fibroblasts,Fibroblasts,aSMA-FAP-Thy1+PDPN- fibroblasts,Unknown,Fibroblasts,aSMA-FAP-Thy1+PDPN- fibroblasts
40331_1_1375905,Fibroblasts,Fibroblasts,aSMA-FAP+Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA-FAP+Thy1-PDPN- fibroblasts
40331_1_1375920,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375921,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375922,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375923,Lymphocytes,T cells,CD8 T cells,Unknown,T cells,CD8 T cells
40331_1_1375924,Lymphocytes,T cells,activated CD8 T cells,Unknown,T cells,activated CD8 T cells
40331_1_1375925,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375926,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375927,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375928,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375929,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1375943,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375944,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375945,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375946,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375947,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375948,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375949,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375950,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375951,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375952,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375953,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375954,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375964,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375965,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375966,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375967,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts
40331_1_1375968,Fibroblasts,Fibroblasts,aSMA-FAP-Thy1+PDPN- fibroblasts,Unknown,Fibroblasts,aSMA-FAP-Thy1+PDPN- fibroblasts
40331_1_1375969,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375970,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375971,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375972,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375973,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375974,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375975,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375976,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375977,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375978,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1375990,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375991,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1375992,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375993,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1375994,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375995,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1375996,Fibroblasts,Fibroblasts,aSMA+FAP+Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP+Thy1-PDPN- fibroblasts
40331_1_1375997,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1376009,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376010,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376011,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376012,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376013,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376014,Fibroblasts,Fibroblasts,aSMA+FAP+Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP+Thy1-PDPN- fibroblasts
40331_1_1376024,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1376025,Islets,Islets,Islets,Unknown,Islets,Islets
40331_1_1376026,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376027,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1+PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1+PDPN- fibroblasts
40331_1_1376028,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1+PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1+PDPN- fibroblasts
40331_1_1376029,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376030,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376031,Vimentin only mesenchyme,Vimentin only mesenchyme,Vimentin only mesenchyme,Unknown,Vimentin only mesenchyme,Vimentin only mesenchyme
40331_1_1376032,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376033,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376034,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376035,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376036,Endothelial cells,Endothelial cells,Endothelial cells,Unknown,Endothelial cells,Endothelial cells
40331_1_1376037,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376050,Fibroblasts,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts,Unknown,Fibroblasts,aSMA+FAP-Thy1-PDPN- fibroblasts
40331_1_1376051,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376052,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376053,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376054,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376055,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376056,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376057,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376058,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376059,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376070,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376071,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376072,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376073,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376074,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376075,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376076,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376091,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376092,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376093,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376094,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
40331_1_1376103,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376104,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic ductal epithelium,pancreatic ductal epithelium
40331_1_1376105,Epithelial_tumor,Epithelial_tumor,Epithelial_tumor,Unknown,pancreatic acinar epithelium,pancreatic acinar epithelium
