,annotation,annotation_level2,annotated_clusters_update3
exp_30999,stroma-fib,stroma-fib,myCAFs
exp_31000,stroma-immune,stroma-immune,other immune cells
exp_31001,stroma-fib,stroma-fib,PDPN+ CAFs
exp_31002,tumour,tumour,tumour
exp_31003,stroma-immune,vessel,vessel
exp_31004,tumour,tumour,tumour
exp_31005,tumour,tumour,tumour
exp_31006,tumour,tumour,tumour
exp_31007,tumour,tumour,tumour
exp_31008,stroma-fib,stroma-fib,myCAFs
exp_31009,tumour,tumour,tumour
exp_31010,tumour,stroma-immune,Macrophages
exp_31011,tumour,tumour,tumour
exp_31012,tumour,tumour,tumour
exp_31013,stroma-fib,stroma-fib,PDPN+ CAFs
exp_31014,tumour,tumour,tumour
exp_31015,stroma-fib,stroma-immune,other immune cells
exp_31016,stroma-fib,stroma-fib,Unknown
exp_31017,tumour,tumour,tumour
exp_31018,tumour,tumour,tumour
exp_31019,mix,tumour,tumour
exp_31020,tumour,tumour,tumour
exp_31021,stroma-immune,stroma-immune,Unknown
exp_31022,stroma-immune,stroma-immune,Unknown
exp_31023,stroma-immune,stroma-immune,Unknown
exp_31024,tumour,tumour,tumour
exp_31025,tumour,tumour,tumour
exp_31026,stroma-fib,stroma-immune,Monocytes
exp_31027,tumour,tumour,tumour
exp_31028,stroma-fib,stroma-immune,Unknown
exp_31029,stroma-fib,stroma-fib,myCAFs
exp_31030,tumour,tumour,tumour
exp_31031,stroma-immune,vessel,vessel
exp_31032,stroma-fib,stroma-fib,myCAFs
exp_31033,stroma-fib,stroma-fib,CD90+ CAFs
exp_31034,stroma-immune,vessel,vessel
exp_31035,tumour,tumour,tumour
