,annotated_clusters_update3,svm_prediction
exp_44613,tumour,tumour
exp_44614,tumour,tumour
exp_44615,tumour,tumour
exp_44616,tumour,T cells
exp_44617,tumour,tumour
exp_44618,tumour,tumour
exp_44619,tumour,Monocytes
exp_44620,tumour,tumour
exp_44621,tumour,tumour
exp_44622,tumour,tumour
exp_44623,tumour,tumour
exp_44624,tumour,tumour
exp_44625,tumour,tumour
exp_44626,tumour,tumour
exp_44627,tumour,tumour
exp_44628,tumour,tumour
exp_44629,tumour,tumour
exp_44630,tumour,tumour
exp_44631,tumour,CD4 T cells
exp_44632,myCAFs,myCAFs
exp_44633,tumour,tumour
exp_44634,tumour,tumour
exp_44635,tumour,tumour
exp_44636,tumour,tumour
exp_44637,tumour,tumour
exp_44638,tumour,tumour
exp_44639,tumour,tumour
exp_44640,PDPN+ CAFs,PDPN+ CAFs
exp_44641,tumour,tumour
exp_44642,tumour,tumour
exp_44643,tumour,tumour
exp_44644,tumour,tumour
exp_44645,Unknown,CD90+ CAFs
exp_44646,tumour,tumour
exp_44647,tumour,T cells
exp_44648,tumour,tumour
exp_44649,myCAFs,myCAFs
exp_44650,myCAFs,myCAFs
exp_44651,tumour,tumour
exp_44652,Unknown,tumour
exp_44653,PDPN+ CAFs,PDPN+ CAFs
exp_44654,tumour,tumour
exp_44655,tumour,tumour
exp_44656,PDPN+ CAFs,PDPN+ CAFs
exp_44657,tumour,tumour
exp_44658,tumour,tumour
exp_44659,vessel,vessel
exp_44660,Unknown,vessel
exp_44661,tumour,tumour
exp_44662,tumour,tumour
exp_44663,tumour,tumour
exp_44664,tumour,tumour
exp_44665,tumour,tumour
exp_44666,tumour,tumour
exp_44667,myCAFs,myCAFs
exp_44668,myCAFs,myCAFs
exp_44669,myCAFs,myCAFs
exp_44670,tumour,tumour
exp_44671,tumour,tumour
exp_44672,tumour,tumour
exp_44673,tumour,tumour
exp_44674,tumour,tumour
exp_44675,tumour,T cells
exp_44676,tumour,tumour
exp_44677,tumour,tumour
exp_44678,tumour,tumour
exp_44679,other immune cells,other immune cells
exp_44680,tumour,tumour
exp_44681,tumour,tumour
exp_44682,tumour,Monocytes
exp_44683,tumour,tumour
exp_44684,tumour,tumour
exp_44685,tumour,tumour
exp_44686,tumour,tumour
exp_44687,tumour,tumour
exp_44688,tumour,tumour
exp_44689,Unknown,tumour
exp_44690,tumour,tumour
exp_44691,vessel,vessel
exp_44692,tumour,tumour
exp_44693,tumour,tumour
exp_44694,tumour,tumour
exp_44695,other immune cells,tumour
exp_44696,myCAFs,CD4 T cells
exp_44697,Macrophages,CD90+ CAFs
exp_44698,tumour,tumour
exp_44699,tumour,tumour
exp_44700,tumour,tumour
exp_44701,tumour,tumour
exp_44702,tumour,Monocytes
exp_44703,tumour,tumour
exp_44704,PDPN+ CAFs,PDPN+ CAFs
exp_44705,tumour,tumour
exp_44706,tumour,tumour
exp_44707,tumour,tumour
exp_44708,tumour,Macrophages
exp_44709,tumour,tumour
exp_44710,tumour,tumour
exp_44711,tumour,tumour
exp_44712,tumour,tumour
exp_44713,tumour,tumour
exp_44714,PDPN+ CAFs,PDPN+ CAFs
exp_44715,myCAFs,myCAFs
exp_44716,myCAFs,PDPN+ CAFs
exp_44717,tumour,tumour
exp_44718,tumour,tumour
exp_44719,tumour,tumour
exp_44720,myCAFs,myCAFs
exp_44721,tumour,tumour
exp_44722,tumour,tumour
exp_44723,tumour,tumour
exp_44724,tumour,tumour
exp_44725,tumour,tumour
exp_44726,tumour,tumour
exp_44727,CD90+ CAFs,CD90+ CAFs
exp_44728,Unknown,tumour
exp_44729,tumour,tumour
exp_44730,Unknown,tumour
exp_44731,tumour,tumour
exp_44732,tumour,tumour
exp_44733,tumour,tumour
exp_44734,Monocytes,Monocytes
exp_44735,PDPN+ CAFs,Macrophages
exp_44736,tumour,tumour
exp_44737,vessel,vessel
exp_44738,tumour,tumour
exp_44739,tumour,tumour
exp_44740,tumour,tumour
exp_44741,tumour,tumour
exp_44742,tumour,tumour
exp_44743,tumour,tumour
exp_44744,tumour,tumour
exp_44745,tumour,tumour
exp_44746,PDPN+ CAFs,CD90+ CAFs
exp_44747,tumour,tumour
exp_44748,tumour,tumour
exp_44749,tumour,tumour
exp_44750,tumour,tumour
exp_44751,tumour,tumour
exp_44752,Dendritic cells,Dendritic cells
exp_44753,tumour,tumour
exp_44754,tumour,tumour
exp_44755,tumour,tumour
exp_44756,tumour,tumour
exp_44757,tumour,tumour
exp_44758,tumour,tumour
exp_44759,tumour,tumour
exp_44760,myCAFs,CD90+ CAFs
exp_44761,Unknown,tumour
exp_44762,Unknown,CD90+ CAFs
exp_44763,tumour,tumour
exp_44764,tumour,tumour
exp_44765,tumour,tumour
exp_44766,tumour,tumour
exp_44767,myCAFs,myCAFs
exp_44768,tumour,tumour
exp_44769,tumour,tumour
exp_44770,tumour,tumour
exp_44771,tumour,tumour
exp_44772,tumour,tumour
exp_44773,tumour,tumour
exp_44774,tumour,tumour
exp_44775,tumour,tumour
exp_44776,tumour,tumour
exp_44777,tumour,tumour
exp_44778,tumour,tumour
exp_44779,PDPN+ CAFs,PDPN+ CAFs
exp_44780,myCAFs,myCAFs
exp_44781,tumour,tumour
exp_44782,tumour,tumour
exp_44783,tumour,tumour
exp_44784,Monocytes,Monocytes
exp_44785,tumour,tumour
exp_44786,tumour,tumour
exp_44787,tumour,tumour
exp_44788,tumour,tumour
exp_44789,tumour,tumour
exp_44790,tumour,tumour
exp_44791,Monocytes,Monocytes
exp_44792,tumour,tumour
exp_44793,Unknown,other immune cells
exp_44794,tumour,tumour
exp_44795,vessel,vessel
exp_44796,tumour,tumour
exp_44797,tumour,tumour
exp_44798,tumour,tumour
exp_44799,tumour,tumour
exp_44800,myCAFs,CD4 T cells
exp_44801,myCAFs,myCAFs
exp_44802,tumour,tumour
exp_44803,tumour,Macrophages
exp_44804,PDPN+ CAFs,PDPN+ CAFs
exp_44805,tumour,tumour
exp_44806,tumour,tumour
exp_44807,Unknown,Monocytes
exp_44808,Unknown,vessel
exp_44809,myCAFs,myCAFs
exp_44810,tumour,tumour
exp_44811,PDPN+ CAFs,T cells
exp_44812,Unknown,tumour
exp_44813,tumour,tumour
exp_44814,tumour,tumour
exp_44815,tumour,tumour
exp_44816,Unknown,PDPN+ CAFs
exp_44817,tumour,tumour
exp_44818,Unknown,Macrophages
exp_44819,tumour,tumour
exp_44820,tumour,tumour
exp_44821,tumour,tumour
exp_44822,tumour,tumour
exp_44823,tumour,tumour
exp_44824,tumour,tumour
exp_44825,PDPN+ CAFs,PDPN+ CAFs
exp_44826,myCAFs,myCAFs
exp_44827,vessel,vessel
exp_44828,tumour,tumour
exp_44829,tumour,tumour
exp_44830,tumour,tumour
exp_44831,tumour,tumour
exp_44832,tumour,tumour
exp_44833,PDPN+ CAFs,PDPN+ CAFs
exp_44834,tumour,tumour
exp_44835,myCAFs,myCAFs
exp_44836,CD90+ CAFs,CD90+ CAFs
exp_44837,Unknown,tumour
exp_44838,Unknown,tumour
exp_44839,tumour,tumour
exp_44840,Unknown,tumour
exp_44841,tumour,tumour
exp_44842,tumour,tumour
exp_44843,PDPN+ CAFs,PDPN+ CAFs
exp_44844,other immune cells,vessel
exp_44845,PDPN+ CAFs,PDPN+ CAFs
exp_44846,tumour,tumour
exp_44847,T cells,T cells
exp_44848,tumour,tumour
exp_44849,PDPN+ CAFs,PDPN+ CAFs
exp_44850,myCAFs,PDPN+ CAFs
exp_44851,other immune cells,other immune cells
exp_44852,Unknown,PDPN+ CAFs
exp_44853,tumour,Macrophages
exp_44854,tumour,tumour
exp_44855,CD90+ CAFs,CD90+ CAFs
exp_44856,tumour,tumour
exp_44857,tumour,tumour
exp_44858,tumour,tumour
exp_44859,tumour,tumour
exp_44860,tumour,tumour
exp_44861,tumour,tumour
exp_44862,tumour,tumour
exp_44863,tumour,tumour
exp_44864,PDPN+ CAFs,PDPN+ CAFs
exp_44865,tumour,tumour
exp_44866,tumour,tumour
exp_44867,PDPN+ CAFs,PDPN+ CAFs
exp_44868,tumour,tumour
exp_44869,tumour,tumour
exp_44870,tumour,tumour
exp_44871,tumour,tumour
exp_44872,tumour,tumour
exp_44873,tumour,tumour
exp_44874,tumour,tumour
exp_44875,tumour,other immune cells
exp_44876,tumour,tumour
exp_44877,vessel,vessel
exp_44878,Unknown,tumour
exp_44879,tumour,tumour
exp_44880,tumour,tumour
exp_44881,myCAFs,myCAFs
exp_44882,PDPN+ CAFs,PDPN+ CAFs
exp_44883,PDPN+ CAFs,PDPN+ CAFs
exp_44884,tumour,tumour
exp_44885,tumour,tumour
exp_44886,tumour,tumour
exp_44887,tumour,tumour
exp_44888,tumour,tumour
exp_44889,myCAFs,Monocytes
exp_44890,tumour,tumour
exp_44891,tumour,tumour
exp_44892,tumour,tumour
exp_44893,tumour,tumour
exp_44894,tumour,tumour
exp_44895,PDPN+ CAFs,PDPN+ CAFs
exp_44896,tumour,tumour
exp_44897,tumour,tumour
exp_44898,tumour,tumour
exp_44899,tumour,tumour
exp_44900,tumour,other immune cells
exp_44901,Unknown,tumour
exp_44902,Unknown,tumour
exp_44903,tumour,tumour
exp_44904,CD4 T cells,T cells
exp_44905,tumour,tumour
exp_44906,tumour,tumour
exp_44907,myCAFs,PDPN+ CAFs
exp_44908,tumour,CD4 T cells
exp_44909,tumour,tumour
exp_44910,tumour,tumour
exp_44911,tumour,tumour
exp_44912,CD4 T cells,CD4 T cells
exp_44913,Unknown,myCAFs
exp_44914,myCAFs,CD4 T cells
exp_44915,Unknown,Monocytes
exp_44916,myCAFs,myCAFs
exp_44917,tumour,tumour
exp_44918,tumour,tumour
exp_44919,tumour,tumour
exp_44920,tumour,tumour
exp_44921,tumour,tumour
exp_44922,tumour,tumour
exp_44923,tumour,tumour
exp_44924,tumour,tumour
exp_44925,tumour,tumour
exp_44926,tumour,tumour
exp_44927,tumour,tumour
exp_44928,PDPN+ CAFs,PDPN+ CAFs
exp_44929,tumour,tumour
exp_44930,tumour,tumour
exp_44931,tumour,tumour
exp_44932,Unknown,other immune cells
exp_44933,tumour,tumour
exp_44934,tumour,tumour
exp_44935,tumour,tumour
exp_44936,tumour,tumour
exp_44937,myCAFs,PDPN+ CAFs
exp_44938,tumour,tumour
exp_44939,myCAFs,myCAFs
exp_44940,tumour,tumour
exp_44941,tumour,tumour
exp_44942,other immune cells,other immune cells
exp_44943,tumour,tumour
exp_44944,Unknown,myCAFs
exp_44945,Unknown,tumour
exp_44946,tumour,tumour
exp_44947,PDPN+ CAFs,PDPN+ CAFs
exp_44948,tumour,tumour
exp_44949,myCAFs,myCAFs
exp_44950,Unknown,T cells
exp_44951,tumour,tumour
exp_44952,tumour,tumour
exp_44953,tumour,tumour
exp_44954,tumour,T cells
exp_44955,tumour,tumour
exp_44956,tumour,tumour
exp_44957,tumour,CD4 T cells
exp_44958,tumour,tumour
exp_44959,Unknown,tumour
exp_44960,PDPN+ CAFs,CD90+ CAFs
exp_44961,tumour,tumour
exp_44962,tumour,tumour
exp_44963,tumour,tumour
exp_44964,tumour,tumour
exp_44965,other immune cells,PDPN+ CAFs
exp_44966,myCAFs,PDPN+ CAFs
exp_44967,tumour,T cells
exp_44968,tumour,tumour
exp_44969,vessel,vessel
exp_44970,tumour,tumour
exp_44971,tumour,PDPN+ CAFs
exp_44972,Unknown,myCAFs
exp_44973,Unknown,tumour
exp_44974,Macrophages,CD90+ CAFs
exp_44975,CD90+ CAFs,CD90+ CAFs
exp_44976,tumour,tumour
exp_44977,tumour,tumour
exp_44978,tumour,tumour
exp_44979,tumour,tumour
exp_44980,tumour,tumour
exp_44981,tumour,tumour
exp_44982,tumour,tumour
exp_44983,myCAFs,myCAFs
exp_44984,Unknown,tumour
exp_44985,myCAFs,myCAFs
exp_44986,tumour,tumour
exp_44987,tumour,tumour
exp_44988,tumour,tumour
exp_44989,tumour,tumour
exp_44990,tumour,tumour
exp_44991,Unknown,tumour
exp_44992,PDPN+ CAFs,PDPN+ CAFs
exp_44993,tumour,tumour
exp_44994,tumour,tumour
exp_44995,Unknown,myCAFs
exp_44996,Unknown,tumour
exp_44997,other immune cells,other immune cells
exp_44998,tumour,tumour
exp_44999,tumour,tumour
exp_45000,tumour,tumour
exp_45001,tumour,tumour
exp_45002,tumour,tumour
exp_45003,CD4 T cells,CD4 T cells
exp_45004,tumour,tumour
exp_45005,tumour,PDPN+ CAFs
exp_45006,tumour,tumour
exp_45007,PDPN+ CAFs,PDPN+ CAFs
exp_45008,tumour,tumour
exp_45009,Unknown,tumour
exp_45010,tumour,tumour
exp_45011,tumour,tumour
exp_45012,Unknown,tumour
exp_45013,tumour,tumour
exp_45014,myCAFs,myCAFs
exp_45015,PDPN+ CAFs,PDPN+ CAFs
exp_45016,myCAFs,myCAFs
exp_45017,myCAFs,myCAFs
exp_45018,tumour,tumour
exp_45019,tumour,tumour
exp_45020,tumour,tumour
exp_45021,tumour,tumour
exp_45022,tumour,tumour
exp_45023,other immune cells,other immune cells
exp_45024,PDPN+ CAFs,PDPN+ CAFs
exp_45025,tumour,tumour
exp_45026,tumour,tumour
exp_45027,tumour,tumour
exp_45028,tumour,tumour
exp_45029,tumour,tumour
exp_45030,tumour,tumour
exp_45031,tumour,tumour
exp_45032,CD4 T cells,CD4 T cells
exp_45033,PDPN+ CAFs,PDPN+ CAFs
exp_45034,tumour,tumour
exp_45035,tumour,tumour
exp_45036,tumour,tumour
exp_45037,Unknown,vessel
exp_45038,tumour,tumour
exp_45039,PDPN+ CAFs,PDPN+ CAFs
exp_45040,tumour,tumour
exp_45041,tumour,tumour
exp_45042,tumour,tumour
exp_45043,tumour,tumour
exp_45044,tumour,tumour
exp_45045,tumour,CD4 T cells
exp_45046,tumour,Macrophages
exp_45047,tumour,tumour
exp_45048,myCAFs,CD90+ CAFs
exp_45049,tumour,tumour
exp_45050,myCAFs,myCAFs
exp_45051,Unknown,PDPN+ CAFs
exp_45052,tumour,PDPN+ CAFs
exp_45053,tumour,tumour
exp_45054,tumour,tumour
exp_45055,tumour,tumour
exp_45056,tumour,PDPN+ CAFs
exp_45057,tumour,PDPN+ CAFs
exp_45058,myCAFs,myCAFs
exp_45059,tumour,tumour
exp_45060,Unknown,tumour
exp_45061,tumour,tumour
exp_45062,CD4 T cells,CD4 T cells
exp_45063,tumour,tumour
exp_45064,tumour,tumour
exp_45065,PDPN+ CAFs,T cells
exp_45066,tumour,tumour
exp_45067,PDPN+ CAFs,PDPN+ CAFs
exp_45068,tumour,tumour
exp_45069,myCAFs,PDPN+ CAFs
exp_45070,tumour,tumour
exp_45071,tumour,tumour
exp_45072,Monocytes,Monocytes
exp_45073,PDPN+ CAFs,PDPN+ CAFs
exp_45074,tumour,tumour
exp_45075,myCAFs,myCAFs
exp_45076,T cells,T cells
exp_45077,tumour,tumour
exp_45078,Unknown,tumour
exp_45079,tumour,tumour
exp_45080,tumour,tumour
exp_45081,tumour,tumour
exp_45082,tumour,tumour
exp_45083,tumour,tumour
exp_45084,tumour,tumour
exp_45085,tumour,tumour
exp_45086,tumour,tumour
exp_45087,tumour,tumour
exp_45088,tumour,tumour
exp_45089,Unknown,tumour
exp_45090,tumour,tumour
exp_45091,tumour,tumour
exp_45092,tumour,tumour
exp_45093,tumour,T cells
exp_45094,tumour,tumour
exp_45095,myCAFs,tumour
exp_45096,tumour,tumour
exp_45097,tumour,tumour
exp_45098,tumour,tumour
exp_45099,tumour,tumour
exp_45100,tumour,tumour
exp_45101,tumour,tumour
exp_45102,CD4 T cells,CD4 T cells
exp_45103,tumour,tumour
exp_45104,myCAFs,myCAFs
exp_45105,tumour,tumour
exp_45106,tumour,tumour
exp_45107,tumour,tumour
exp_45108,PDPN+ CAFs,Monocytes
exp_45109,CD4 T cells,CD4 T cells
exp_45110,tumour,tumour
exp_45111,tumour,tumour
exp_45112,PDPN+ CAFs,PDPN+ CAFs
exp_45113,tumour,tumour
exp_45114,Unknown,PDPN+ CAFs
exp_45115,tumour,tumour
exp_45116,Unknown,tumour
exp_45117,myCAFs,myCAFs
exp_45118,tumour,tumour
exp_45119,Unknown,PDPN+ CAFs
exp_45120,tumour,PDPN+ CAFs
exp_45121,Unknown,CD90+ CAFs
exp_45122,tumour,tumour
exp_45123,tumour,tumour
exp_45124,T cells,T cells
exp_45125,tumour,tumour
exp_45126,tumour,tumour
exp_45127,myCAFs,myCAFs
exp_45128,tumour,tumour
exp_45129,tumour,tumour
exp_45130,tumour,tumour
exp_45131,tumour,tumour
exp_45132,tumour,tumour
exp_45133,tumour,tumour
exp_45134,tumour,tumour
exp_45135,PDPN+ CAFs,T cells
exp_45136,tumour,tumour
exp_45137,tumour,tumour
exp_45138,tumour,tumour
exp_45139,tumour,tumour
exp_45140,tumour,tumour
exp_45141,other immune cells,other immune cells
exp_45142,Unknown,PDPN+ CAFs
exp_45143,tumour,tumour
exp_45144,myCAFs,other immune cells
exp_45145,tumour,tumour
exp_45146,tumour,PDPN+ CAFs
exp_45147,tumour,tumour
exp_45148,tumour,tumour
exp_45149,tumour,CD4 T cells
exp_45150,tumour,tumour
exp_45151,tumour,tumour
exp_45152,tumour,tumour
exp_45153,tumour,tumour
exp_45154,tumour,tumour
exp_45155,Monocytes,Monocytes
exp_45156,tumour,tumour
exp_45157,tumour,tumour
exp_45158,myCAFs,myCAFs
exp_45159,myCAFs,myCAFs
exp_45160,tumour,tumour
exp_45161,tumour,tumour
exp_45162,Unknown,PDPN+ CAFs
exp_45163,PDPN+ CAFs,PDPN+ CAFs
exp_45164,Unknown,other immune cells
exp_45165,tumour,tumour
exp_45166,tumour,tumour
exp_45167,tumour,tumour
exp_45168,Unknown,PDPN+ CAFs
exp_45169,tumour,tumour
exp_45170,PDPN+ CAFs,PDPN+ CAFs
exp_45171,tumour,tumour
exp_45172,myCAFs,myCAFs
exp_45173,tumour,tumour
exp_45174,tumour,tumour
exp_45175,CD4 T cells,PDPN+ CAFs
exp_45176,PDPN+ CAFs,PDPN+ CAFs
exp_45177,tumour,tumour
exp_45178,Unknown,PDPN+ CAFs
exp_45179,tumour,tumour
exp_45180,tumour,tumour
exp_45181,PDPN+ CAFs,PDPN+ CAFs
exp_45182,tumour,tumour
exp_45183,tumour,tumour
exp_45184,tumour,tumour
exp_45185,tumour,tumour
exp_45186,tumour,tumour
exp_45187,Unknown,tumour
exp_45188,tumour,tumour
exp_45189,tumour,tumour
exp_45190,tumour,tumour
exp_45191,CD4 T cells,T cells
exp_45192,Unknown,tumour
exp_45193,tumour,tumour
exp_45194,Unknown,PDPN+ CAFs
exp_45195,tumour,tumour
exp_45196,PDPN+ CAFs,PDPN+ CAFs
exp_45197,T cells,T cells
exp_45198,PDPN+ CAFs,PDPN+ CAFs
exp_45199,tumour,tumour
exp_45200,tumour,tumour
exp_45201,tumour,tumour
exp_45202,tumour,tumour
exp_45203,tumour,tumour
exp_45204,myCAFs,PDPN+ CAFs
exp_45205,tumour,other immune cells
exp_45206,Unknown,PDPN+ CAFs
exp_45207,tumour,tumour
exp_45208,myCAFs,myCAFs
exp_45209,tumour,tumour
exp_45210,tumour,tumour
exp_45211,Unknown,tumour
exp_45212,tumour,tumour
exp_45213,tumour,tumour
exp_45214,tumour,tumour
exp_45215,tumour,tumour
exp_45216,myCAFs,myCAFs
exp_45217,tumour,tumour
exp_45218,tumour,tumour
exp_45219,tumour,tumour
exp_45220,myCAFs,myCAFs
exp_45221,tumour,tumour
exp_45222,tumour,tumour
exp_45223,tumour,tumour
exp_45224,tumour,tumour
exp_45225,tumour,tumour
exp_45226,Unknown,tumour
exp_45227,tumour,tumour
exp_45228,tumour,tumour
exp_45229,tumour,other immune cells
exp_45230,tumour,tumour
exp_45231,tumour,tumour
exp_45232,tumour,tumour
exp_45233,tumour,tumour
exp_45234,Unknown,vessel
exp_45235,Unknown,PDPN+ CAFs
exp_45236,tumour,tumour
exp_45237,myCAFs,myCAFs
exp_45238,tumour,tumour
exp_45239,tumour,Monocytes
exp_45240,other immune cells,other immune cells
exp_45241,tumour,tumour
exp_45242,tumour,tumour
exp_45243,tumour,tumour
exp_45244,tumour,tumour
exp_45245,tumour,tumour
exp_45246,tumour,tumour
exp_45247,tumour,tumour
exp_45248,Unknown,Monocytes
exp_45249,tumour,tumour
exp_45250,Unknown,PDPN+ CAFs
exp_45251,tumour,tumour
exp_45252,tumour,tumour
exp_45253,CD4 T cells,CD4 T cells
exp_45254,tumour,tumour
exp_45255,Unknown,tumour
exp_45256,tumour,tumour
exp_45257,tumour,tumour
exp_45258,tumour,tumour
exp_45259,Unknown,other immune cells
exp_45260,tumour,tumour
exp_45261,tumour,tumour
exp_45262,tumour,tumour
exp_45263,tumour,tumour
exp_45264,tumour,tumour
exp_45265,Unknown,tumour
exp_45266,tumour,tumour
exp_45267,tumour,tumour
exp_45268,tumour,tumour
exp_45269,PDPN+ CAFs,PDPN+ CAFs
exp_45270,tumour,tumour
exp_45271,tumour,tumour
exp_45272,Unknown,myCAFs
exp_45273,other immune cells,Monocytes
exp_45274,tumour,tumour
exp_45275,tumour,PDPN+ CAFs
exp_45276,Unknown,T cells
exp_45277,tumour,tumour
exp_45278,tumour,tumour
exp_45279,tumour,tumour
exp_45280,tumour,tumour
exp_45281,tumour,tumour
exp_45282,tumour,tumour
exp_45283,CD4 T cells,CD4 T cells
exp_45284,tumour,tumour
exp_45285,tumour,tumour
exp_45286,tumour,tumour
exp_45287,tumour,tumour
exp_45288,Unknown,PDPN+ CAFs
exp_45289,Unknown,PDPN+ CAFs
exp_45290,tumour,tumour
exp_45291,tumour,tumour
exp_45292,PDPN+ CAFs,PDPN+ CAFs
exp_45293,tumour,tumour
exp_45294,Unknown,PDPN+ CAFs
exp_45295,tumour,tumour
exp_45296,tumour,tumour
exp_45297,tumour,tumour
exp_45298,tumour,tumour
exp_45299,tumour,tumour
exp_45300,tumour,tumour
exp_45301,CD90+ CAFs,CD90+ CAFs
exp_45302,tumour,tumour
exp_45303,tumour,tumour
exp_45304,tumour,tumour
exp_45305,tumour,tumour
exp_45306,tumour,tumour
exp_45307,tumour,tumour
exp_45308,Macrophages,Macrophages
exp_45309,tumour,tumour
exp_45310,tumour,tumour
exp_45311,tumour,tumour
exp_45312,tumour,tumour
exp_45313,tumour,tumour
exp_45314,tumour,tumour
exp_45315,tumour,other immune cells
exp_45316,tumour,tumour
exp_45317,tumour,tumour
exp_45318,tumour,tumour
exp_45319,tumour,tumour
exp_45320,tumour,tumour
exp_45321,tumour,tumour
exp_45322,tumour,T cells
exp_45323,tumour,tumour
exp_45324,tumour,tumour
exp_45325,Unknown,tumour
exp_45326,tumour,tumour
exp_45327,tumour,tumour
exp_45328,tumour,T cells
exp_45329,tumour,tumour
exp_45330,tumour,tumour
exp_45331,other immune cells,tumour
exp_45332,tumour,tumour
exp_45333,tumour,tumour
exp_45334,tumour,tumour
exp_45335,myCAFs,CD90+ CAFs
exp_45336,tumour,tumour
exp_45337,tumour,tumour
exp_45338,tumour,T cells
exp_45339,other immune cells,vessel
exp_45340,tumour,tumour
exp_45341,tumour,tumour
exp_45342,CD4 T cells,CD4 T cells
exp_45343,CD4 T cells,PDPN+ CAFs
exp_45344,tumour,tumour
exp_45345,T cells,T cells
exp_45346,myCAFs,T cells
exp_45347,tumour,tumour
exp_45348,tumour,Monocytes
exp_45349,tumour,tumour
exp_45350,tumour,tumour
exp_45351,myCAFs,myCAFs
exp_45352,tumour,tumour
exp_45353,tumour,tumour
exp_45354,tumour,tumour
exp_45355,tumour,tumour
exp_45356,tumour,tumour
exp_45357,tumour,tumour
exp_45358,tumour,tumour
exp_45359,tumour,tumour
exp_45360,CD4 T cells,CD4 T cells
exp_45361,tumour,PDPN+ CAFs
exp_45362,tumour,tumour
exp_45363,tumour,tumour
exp_45364,tumour,tumour
exp_45365,vessel,vessel
exp_45366,tumour,Monocytes
exp_45367,tumour,tumour
exp_45368,tumour,tumour
exp_45369,tumour,tumour
exp_45370,tumour,PDPN+ CAFs
exp_45371,CD4 T cells,CD4 T cells
exp_45372,tumour,tumour
exp_45373,tumour,tumour
exp_45374,tumour,tumour
exp_45375,tumour,tumour
exp_45376,tumour,T cells
exp_45377,Monocytes,Monocytes
exp_45378,tumour,tumour
exp_45379,tumour,tumour
exp_45380,myCAFs,PDPN+ CAFs
exp_45381,PDPN+ CAFs,CD4 T cells
exp_45382,tumour,T cells
exp_45383,myCAFs,myCAFs
exp_45384,tumour,tumour
exp_45385,tumour,tumour
exp_45386,tumour,tumour
exp_45387,tumour,tumour
exp_45388,vessel,vessel
exp_45389,tumour,tumour
exp_45390,tumour,tumour
exp_45391,tumour,tumour
exp_45392,myCAFs,myCAFs
exp_45393,Unknown,myCAFs
exp_45394,Unknown,tumour
exp_45395,other immune cells,other immune cells
exp_45396,tumour,tumour
exp_45397,tumour,T cells
exp_45398,tumour,tumour
exp_45399,tumour,tumour
exp_45400,tumour,tumour
exp_45401,CD90+ CAFs,CD90+ CAFs
exp_45402,tumour,tumour
exp_45403,other immune cells,tumour
exp_45404,PDPN+ CAFs,PDPN+ CAFs
exp_45405,tumour,tumour
exp_45406,tumour,tumour
exp_45407,Monocytes,Monocytes
exp_45408,tumour,tumour
exp_45409,Unknown,PDPN+ CAFs
exp_45410,Unknown,myCAFs
exp_45411,tumour,tumour
exp_45412,tumour,tumour
exp_45413,tumour,tumour
exp_45414,tumour,tumour
exp_45415,tumour,tumour
exp_45416,tumour,tumour
exp_45417,tumour,tumour
exp_45418,tumour,tumour
exp_45419,tumour,tumour
exp_45420,tumour,tumour
exp_45421,PDPN+ CAFs,PDPN+ CAFs
exp_45422,Monocytes,Monocytes
exp_45423,tumour,tumour
exp_45424,PDPN+ CAFs,PDPN+ CAFs
exp_45425,Unknown,myCAFs
exp_45426,tumour,tumour
exp_45427,tumour,PDPN+ CAFs
exp_45428,tumour,tumour
exp_45429,tumour,tumour
exp_45430,tumour,tumour
exp_45431,tumour,tumour
exp_45432,tumour,tumour
exp_45433,tumour,tumour
exp_45434,tumour,tumour
exp_45435,PDPN+ CAFs,PDPN+ CAFs
exp_45436,tumour,PDPN+ CAFs
exp_45437,tumour,tumour
exp_45438,tumour,tumour
exp_45439,tumour,tumour
exp_45440,tumour,tumour
exp_45441,Unknown,tumour
exp_45442,tumour,tumour
exp_45443,tumour,tumour
exp_45444,tumour,tumour
exp_45445,tumour,tumour
exp_45446,myCAFs,myCAFs
exp_45447,tumour,tumour
exp_45448,tumour,tumour
exp_45449,Unknown,vessel
exp_45450,tumour,tumour
exp_45451,vessel,vessel
exp_45452,tumour,tumour
exp_45453,tumour,tumour
exp_45454,PDPN+ CAFs,PDPN+ CAFs
exp_45455,tumour,tumour
exp_45456,tumour,other immune cells
exp_45457,tumour,tumour
exp_45458,tumour,tumour
exp_45459,tumour,tumour
exp_45460,tumour,tumour
exp_45461,tumour,tumour
exp_45462,tumour,tumour
exp_45463,T cells,T cells
exp_45464,CD4 T cells,CD4 T cells
