,svm_prob_CD4 T cells,svm_prob_CD90+ CAFs,svm_prob_Dendritic cells,svm_prob_Macrophages,svm_prob_Monocytes,svm_prob_PDPN+ CAFs,svm_prob_T cells,svm_prob_myCAFs,svm_prob_other immune cells,svm_prob_tumour,svm_prob_vessel
exp_15213,0.00029978550776206845,0.0018750029264745604,0.00015491725541604933,6.804389259205411e-05,6.928962480258446e-05,0.0027906215919614816,0.003731020166788745,0.0009984425436795116,0.2191372518179481,0.7706121680780059,0.00026345659456931454
exp_15214,5.391342093119605e-06,1.8759275133130903e-05,0.0002818902526638869,0.00011611746443028558,2.1997513705623493e-05,0.0002846538371554395,6.195390864205675e-05,0.9936375359962102,0.005324324610433056,0.0002425526199377119,4.823179595966111e-06
exp_15215,6.652821382347289e-07,5.248649156326515e-06,0.0015122652414575404,7.038174346647249e-06,6.662183523614635e-07,8.786575297800735e-05,8.968514459536669e-06,0.9981025688488183,8.293448455502592e-05,0.0001895007592799297,2.2780744577861866e-06
exp_15216,0.00060195049818749,0.000651418437782153,0.0007658434965981739,0.00044163560644592783,0.00543686994816716,0.36312100795387997,0.0007942501121753613,0.04621273838181938,0.5650513893308894,0.016099937274071947,0.0008229589599823453
exp_15217,7.477242428377064e-06,1.8131358246874197e-06,2.4048148628895906e-06,1.4608239860083334e-06,0.0006123413577303665,0.00580315225126237,1.1340947537335786e-05,0.0016885475115485803,0.9793029914520663,0.012561327960344875,7.142502408452108e-06
exp_15218,1.5824273041005316e-08,8.145679109016695e-09,1.0062824174676197e-08,7.010973209375382e-09,1.0454581848227572e-08,1.3704604323609742e-08,1.6745875269861884e-08,2.3666507306307533e-08,4.500389070024702e-08,0.9999996994750738,1.4990571711332605e-07
exp_15219,0.0001867671390173875,0.0002515268978439254,0.00045509311405041674,0.0001534021981453917,0.026993805161933674,0.006729912498152792,0.00026167199866715255,0.8442393938604857,0.11547381092613729,0.00497088616983869,0.00028373003572735553
exp_15220,0.0008903776521028477,0.0009767061724487048,0.001713403919786965,0.9270193652893104,0.00012230934360544601,0.0005622145502008668,0.000240663663572675,0.041362065425925354,0.0007550190738629274,0.025562865577928952,0.0007950093312547375
exp_15221,0.0007794848120016555,0.0007822736849378661,0.006719705378924368,0.0008289821713700951,0.0024615935005972063,0.7659608466580284,0.0009657045053500873,0.025564668664938114,0.07089464055970882,0.10656975949872059,0.018472340565422313
exp_15222,0.0007951046509401978,0.001696981895849175,0.008052808262298516,0.5676145852812728,0.008839106688217862,0.0025737359006843532,0.0005411228751181055,0.35922833991832226,0.018936253933604343,0.026000553960878796,0.005721406632813607
exp_15223,0.000837811302598361,0.005449216099031759,0.06239929293121357,0.003223585493198603,0.03878657099888469,0.035592325046236245,0.0009311515946964795,0.4247365399721261,0.36421687817159637,0.05904385684824052,0.004782771542177458
exp_15224,2.6665953131593373e-06,4.016071332079145e-06,7.872357258369211e-07,2.7969391634020155e-06,1.7944671974036064e-06,6.673702890051293e-06,5.6153424278897276e-05,6.888308541429265e-05,0.0017293569733785855,0.9981251099586544,1.7615466518863142e-06
exp_15225,8.797983374505752e-07,3.1244665783022424e-05,4.508014687435555e-06,3.1397469065947203e-06,9.34944673216842e-06,0.0015622846932962786,6.9913040458502115e-06,3.3294881712584908e-06,0.0012041815539277432,0.9971597079446474,1.438334346483586e-05
exp_15226,6.937719625664672e-08,8.639977782206572e-08,8.215654074821332e-08,5.4224006055093615e-08,7.903004115810784e-08,1.2239009024811446e-07,6.634070335469929e-08,2.7865424603924216e-07,2.084567341843817e-07,0.9999863715019642,1.2581468699888985e-05
exp_15227,1.1093777767363395e-06,2.0316487580583553e-06,3.8118346975598505e-05,4.208639531065155e-06,1.6170855438460793e-05,4.764680284425664e-05,1.2593564868766812e-05,0.0005937201403155023,0.0007551509059886295,0.9984953020872631,3.39476302397968e-05
exp_15228,0.00035623753885918186,0.001722501960934438,0.0006314799342226614,0.00023146126529334832,0.000980592674445037,0.0797065526859436,0.00041239259528979183,0.8544709032768444,0.04807648705746917,0.011343558179955256,0.002067832830743266
exp_15229,0.04220535005757136,0.0016195807477384194,0.006218133822363712,0.2929265606301338,0.014355434197338136,0.004794378554867738,0.007098928458749251,0.03441500601392016,0.020952209536893505,0.15547259179243889,0.4199418261879852
exp_15230,0.00010098432551194026,0.0001077845561333295,0.0002153281307370055,5.053847702780719e-05,6.788508578971705e-05,0.001049739412664925,0.0003007779265072284,0.021698088715180093,0.9706978193074881,0.005688167366149579,2.288669681058129e-05
exp_15231,2.7509102966247476e-06,7.299501836523042e-06,1.1220818825358447e-05,3.0628102988236265e-06,3.3198665980873405e-06,5.7997800855413954e-05,1.67741458244544e-05,0.0020122647424791773,0.0014160240244858748,0.9964626172637159,6.668114783648932e-06
exp_15232,0.0029793868152666217,0.0052481405055797075,0.12182311026249093,0.008915475244899752,0.12282753712588612,0.01036179649213948,0.0031192897560326544,0.13276865047031924,0.5151331225736302,0.06452583359685075,0.012297657156904044
exp_15233,0.0002184929811686474,0.0013720935653335513,0.002709935062312519,0.00026654703110556713,0.0003991014119746315,0.02197653449586778,0.00048520198769828264,0.004246518792049301,0.48049203447864813,0.4873050538344377,0.0005284863594042354
exp_15234,0.00011351512845278954,0.005647346324037784,0.000611662695215947,0.0002156591288990766,0.0008254357618997037,0.002233883176935042,0.00022013993127624617,0.44875929852152713,0.0022586253261006554,0.5390238821927928,9.055181286265075e-05
exp_15235,1.812114526124993e-07,1.1784730833110805e-05,3.3164109180449937e-06,2.2135165543622554e-06,2.371218222220323e-05,0.0010009278670105749,1.6169245518200157e-06,1.2780627984878023e-05,1.4692167954473065e-05,0.9989274418447505,1.3325157674018768e-06
exp_15236,2.3552660083377477e-06,5.9614119988949714e-05,3.5847344428593466e-05,1.2300665761650911e-05,2.8293090503293575e-05,0.0021516367837227015,1.3675912065808499e-05,0.00028421112091923245,0.0006932004435933262,0.9965351899431459,0.00018367530986242492
exp_15237,3.4214541578462863e-09,4.002897232361319e-09,3.712379659840426e-09,2.2524550799321525e-09,4.094560106163082e-09,5.9801040058768905e-09,3.2458377344669615e-09,9.642331622769923e-09,1.4581218211527493e-08,0.9999998197235539,1.2934320826842602e-07
exp_15238,0.012490427483028334,0.00018414918003071846,0.00031258193911054853,0.00016801687249701772,0.00030145619647241394,0.00025902863806937974,0.006889443289706833,0.004574636143162063,0.1059081449846192,0.010388033579526442,0.8585240816937771
exp_15239,0.0003276150353469277,0.0002961394569971757,0.0004475603850841104,0.006670305834021028,0.046802696148652796,0.0005398022219285794,0.00031248248084904113,0.004443486057964006,0.23484003882363083,0.017018344054924882,0.6883015295005999
exp_15240,1.9293659167892193e-06,7.153603259623747e-07,8.49427847867772e-07,6.450816084107015e-07,1.2774711162194555e-06,1.7300389415450275e-05,9.312236438765034e-05,2.80410579430991e-05,0.0018286119818803467,0.9980258188542608,1.6886452974658352e-06
exp_15241,0.1479606469787972,0.0027546616080827294,0.00669268414481265,0.0018796770827215503,0.002190618843374407,0.0059611119519819775,0.609592474680118,0.11830860903688209,0.022449658351437682,0.07963079221074316,0.002579065111048462
exp_15242,0.00012295584594039535,0.00015211724715493232,0.03288871337430025,0.0003185804773340456,0.0004264129598790136,0.0025219746514248717,0.0004644032744670372,0.9323729533570074,0.026042161072565156,0.0046301945524425195,5.9533187484503814e-05
exp_15243,3.361536562468392e-05,2.4504985844145113e-05,0.000500157488190601,9.438480933168544e-06,4.228203126878449e-05,0.003306639601381296,0.00013086502530224253,0.003867924174590984,0.5072193436817589,0.4845865118277103,0.00027871733739507953
exp_15244,2.034532278794476e-05,2.2971272835241142e-05,0.0007424003591779064,2.9544722900883076e-05,0.00048590722959196176,0.00015747474649826243,3.429968327240792e-05,0.0014035913493973368,0.0013780368447525745,0.9939009915368713,0.0018244369319144298
exp_15245,4.086438725367532e-06,1.5610701393502578e-05,8.86461336456656e-06,6.71957294042208e-05,0.00013558742769172674,0.0014307501841861214,3.959365934233623e-05,0.0004410927830417,0.0001619445108017321,0.9976711704970666,2.4103454982177787e-05
exp_15246,1.510295233933078e-06,1.6476437368217147e-05,4.8040583580515955e-06,3.590974864803505e-06,1.7884425073284965e-05,9.111121539494647e-05,4.753104671621858e-06,0.002923093585688293,0.0002699220303879614,0.9966603493135336,6.5045594250902234e-06
exp_15247,0.0059424293328006715,0.0016352038238966109,0.002195550553368218,0.004774279996933231,0.005046941266224032,0.004148612311711357,0.004168767433769912,0.7060093623869357,0.029686983588149064,0.22800096460430283,0.008390904701908472
exp_15248,0.15854353333205884,5.66455020359688e-05,8.512792253909529e-05,3.4772579864530285e-05,4.6375140798645166e-05,0.0006635565813914093,0.010968529818250656,0.0029207742129601674,0.0007471379488329745,0.8258000548525026,0.0001334921087651393
exp_15249,0.00013692242868491107,2.766939351414924e-05,4.8815782023644266e-05,2.551042250724793e-06,3.759917619274583e-06,0.0010418868980412702,0.001035732892457238,0.011895472961660282,0.11449698024006869,0.871297087604184,1.312083949536472e-05
exp_15250,9.791386103105215e-06,1.9328101852434217e-05,0.006490316473418796,1.0680651419878388e-05,3.931963435075663e-06,0.0002230504824075487,6.182783768686529e-06,0.9901549685337915,0.0017291564607735239,0.0013218943667145592,3.06987963149297e-05
exp_15251,5.138117093565692e-05,0.00017924552724068982,0.3970709836927368,0.00010768790140054068,6.942209866252697e-05,0.0028796359532148844,0.00010149125955008861,0.5836352951892227,0.014541902472357468,0.001209584404307231,0.00015337033037121647
exp_15252,0.8654654895336317,0.0003239096742507848,0.0019961486289372422,0.00021777518653921219,0.0003645678191958201,0.0008646587416639845,0.012301324681813003,0.08823200297929058,0.010697678052337732,0.014221184269278877,0.00531526043306124
exp_15253,4.557275392504521e-08,4.5520153885102465e-08,4.949066086512481e-08,2.55726343846208e-08,2.8714163675577925e-08,5.507774067540939e-08,5.7270934917107714e-08,8.980294954037867e-08,1.6242191496028557e-07,0.9999993756649056,6.489118750332916e-08
exp_15254,0.00010216959997050739,0.0003057843665834082,0.0015897669958578494,0.0003100510808930382,0.00029503202232309994,0.0034068346730837733,0.000183453810700943,0.9819177068262623,0.0038697024673243013,0.0075399850177556545,0.00047951313924463214
exp_15255,0.0005809780716605857,0.0014170533155755368,0.0004468481788899387,0.007033258406235773,0.045754304568808295,0.00408201861207226,0.0005201434963592903,0.02707264605179495,0.03028382167043237,0.8802940294331291,0.0025148981950421727
exp_15256,7.85240234939854e-06,6.254923726447807e-06,7.611485547766624e-06,4.866651157703188e-06,2.0941193591993864e-05,0.0027733045954453995,1.4723576378765724e-05,0.008204470965039297,0.9670834342464707,0.021782388043183658,9.415191710849598e-05
exp_15257,1.4678671642280035e-06,9.197999037161318e-07,8.361141434260232e-06,1.0725500981287528e-06,1.1104058074314326e-06,0.00013793842534853,1.463779993611167e-05,0.00037257155929170587,0.005193125857029958,0.9942649970865758,3.7975074099263624e-06
exp_15258,0.0013197799476334527,0.0012808957770247666,0.02162360131093567,0.0009028343104480072,0.001135139138285654,0.006103527644012495,0.0020685075204862984,0.6820926149442019,0.20141830571258418,0.08004082905778291,0.0020139646366040685
exp_15259,9.564024406264387e-05,9.005526547873918e-05,9.933718051507033e-05,9.161727174289963e-05,6.259954726272011e-05,0.00030997398941763697,0.0007000010542484192,0.032021376715047706,0.09913561035113677,0.8671729211686651,0.00022086721242252247
exp_15260,0.0053036605107240455,0.00016552440455960585,0.0002940103982040735,0.00032759833699199737,0.00019095513445249032,0.00036502172481612497,0.023858191601765534,0.008956041906933495,0.12412779944324097,0.8357843457916041,0.0006268507467074439
exp_15261,0.0010660659746618642,0.0003392612477679577,0.3087473989283616,0.025287555356540186,0.00033808314940648505,0.002053818721927548,0.001420433490556693,0.6133746953699706,0.04225078088724741,0.004578936741765932,0.0005429701317940627
exp_15262,0.10330265188645524,4.3341079601241564e-05,0.0008644597834404787,0.0002764436243613538,0.00042885789611410164,0.00014055743604558102,0.0016609397594382729,0.006829619901874587,0.0031018330992079,0.007248717263843906,0.8761025782696172
exp_15263,0.00011768429838055608,5.7678880159152415e-05,5.5889719967747516e-05,7.831099159667754e-06,2.372958385345909e-05,0.0004018241564966464,0.002193308395975849,0.0006203837418482658,0.06815639793881513,0.9283379335730277,2.7338612315444345e-05
exp_15264,1.8521328906226837e-06,3.384028524901807e-05,2.2894336452653314e-06,2.4454179370407165e-06,2.8787104655090615e-06,4.709883577635388e-05,3.5495581249627e-05,0.0007231784616167275,0.0020330521753943735,0.9971153786147471,2.490351028199395e-06
exp_15265,0.00011374532286944612,0.00013678053495916342,0.00012106270598212596,5.660842558570788e-05,7.117480385162446e-05,0.0001511865091689224,0.0007279010626364397,0.00022886822045895826,0.02154333748281689,0.9767798579682969,6.94769633737281e-05
exp_15266,1.0947227938500105e-07,7.564967322085202e-07,0.00018254950690137328,6.314120891990712e-06,2.1584522298085306e-07,3.725570098630698e-05,9.75888693237366e-07,0.9997266886124141,8.772752537391316e-06,3.5537146815643866e-05,8.244565250978073e-07
exp_15267,2.179901237290092e-08,7.176905624772207e-08,3.164668844052012e-08,2.3720513866612102e-08,3.580936053149764e-08,1.4329370299229747e-07,2.7433402091996173e-08,4.7002460743873176e-08,6.885404694284321e-08,0.9999994228129241,1.0585883169225111e-07
exp_15268,1.0903257861909214e-05,3.3059372383282564e-06,3.971155704381056e-05,6.829510510148432e-06,0.0018166098557502786,0.00018280864581115975,2.579417938801344e-05,0.000770668861882087,0.09671846166119541,0.8999591915739926,0.0004657149593259722
exp_15269,0.0012608377145311418,0.0007759021458573023,0.002205850535452115,0.00010808436051366832,0.00012045700534050697,0.0006132794553963816,0.4608926307711832,0.5233764255714527,0.0021790892958629448,0.008311143880990517,0.0001562992634198781
exp_15270,8.654738924385055e-07,1.971623809666157e-06,4.292230421922292e-06,3.5821578340324193e-06,4.584632430239312e-05,0.00010496211611586382,6.264354501917859e-06,0.00014966489261127237,0.0008998136238427527,0.9987640217221007,1.8715480567176103e-05
exp_15271,0.43246460643189455,0.0024805062514624333,0.002743196076848637,0.002049455255253605,0.005763266689434352,0.04251329873788969,0.32005449805263153,0.08753347164567077,0.025678727587989763,0.0763177677249617,0.002401205545963334
exp_15272,0.9732990260889964,1.9347539037131862e-05,8.688935700837104e-05,1.903519569480873e-05,6.160180247401434e-05,6.806507914221799e-05,0.0016797906863181054,0.00493684454142009,0.00042577832074127564,0.006392348764146262,0.013011272625021535
exp_15273,7.208645469678215e-05,0.00018132391300789384,0.028114433134156267,6.925141976601423e-05,8.798678675499029e-05,0.00017416148545043716,0.00010930746972426367,0.96131781067528,0.009018993843821295,0.0007526607026753211,0.00010198411466762359
exp_15274,0.0003558625740498358,0.007696284907358178,0.0006890250808124691,0.00025378739720269175,0.00033841281449726956,0.0017709527489325994,0.001633249677413678,0.033439751361717326,0.35470445516274274,0.5986480291312404,0.0004701891440331408
exp_15275,2.7910577487873006e-08,3.33749293756698e-08,3.434055395337124e-08,1.970380188827943e-08,3.2338135147230666e-08,4.5617842164165806e-08,2.6352146027902582e-08,1.0275197072762113e-07,8.638737718499138e-08,0.9999972321570384,2.359065627702382e-06
exp_15276,0.00014474009904459146,0.00013102985493223287,0.00019429746016444,0.00015206636024182367,0.0010152091912380469,0.10456063134811075,0.0001966877165312343,0.015176972385730375,0.8465625004708046,0.03157527843374618,0.0002905866794558313
exp_15277,0.0025376683445257806,0.0027568732350159936,0.003385226836903307,0.7398509426864934,0.015056829411053942,0.019992501897249836,0.002061526609543652,0.08793060497668577,0.0451250398302481,0.07766529272532871,0.0036374934469508547
exp_15278,0.0011652221457470703,0.0010780579909117566,0.0011879541969274942,0.0010030727454535032,0.0064182820371218,0.013660531349819108,0.001933472125825041,0.10020611537615283,0.7472609487306847,0.12483931241647202,0.0012470308848849723
