,svm_prob_CD4 T cells,svm_prob_CD90+ CAFs,svm_prob_Dendritic cells,svm_prob_Macrophages,svm_prob_Monocytes,svm_prob_PDPN+ CAFs,svm_prob_T cells,svm_prob_myCAFs,svm_prob_other immune cells,svm_prob_tumour,svm_prob_vessel
exp_30459,0.004861677099427151,0.0004799446836913253,0.000937555746512432,0.001676766251512366,0.31046358290634507,0.02614654407495394,0.004019132453474353,0.00829492028498076,0.42588032916118307,0.1461982948686683,0.07104125246925087
exp_30460,0.001882975671994251,0.006374638002636911,0.0030791270785840708,0.001871653782062209,0.004506203961337413,0.005462289891270815,0.002418881847037457,0.06526533701497492,0.10411767884318317,0.1873704442721258,0.6176507696347929
exp_30461,2.1441245488460072e-06,4.148955362767972e-05,3.0146349833574384e-06,7.689110091336946e-06,3.1418164888346944e-05,5.0679516411428316e-05,1.83245537552922e-05,0.0031068122754135436,0.0007452492500900208,0.9959857702129085,7.4086032814485506e-06
exp_30462,0.00012272343215453623,0.005558508175079259,0.00044830651646444466,0.0007372546549555842,0.5580482721597687,0.012701734414865657,0.00018038029328037333,0.39993957681207626,0.008349178730964977,0.012088047912916294,0.0018260168974738524
exp_30463,3.149710977026204e-05,4.808740673280755e-05,9.04753150167837e-06,7.941098181479762e-06,1.6415180584777534e-05,2.0482018971397936e-06,5.2414207059712626e-06,2.1400979027706448e-05,0.00033657414631406673,0.0002617488690777774,0.9992599980562069
exp_30464,2.554073721455023e-09,1.9243424169997585e-09,1.9755760339193056e-09,1.6842523181604395e-09,2.5367845389834016e-09,2.5696574726720987e-09,2.191912414242788e-09,4.513249689172069e-09,7.398219793605546e-09,0.9999935795632442,6.393088687483014e-06
exp_30465,3.1834551167307244e-08,2.704349070816606e-08,2.62522317340618e-08,2.3988086546920575e-08,3.2178761093546444e-08,4.433195885381778e-08,2.8261304317947943e-08,9.440765262633179e-08,8.396156869820972e-08,0.9999909414475824,8.666292811890375e-06
exp_30466,1.3537103780295518e-08,1.1836565237354577e-08,1.250729809281472e-08,9.20242974491217e-09,1.0188112747265333e-08,1.7194918986195067e-08,1.214964642086551e-08,3.772263286126941e-08,4.1705320808656344e-08,0.9999808646634611,1.8969292510041776e-05
exp_30467,1.617181674236214e-05,6.888753860166022e-06,0.00010311500561051199,9.389430534355572e-06,3.338104072060825e-05,0.00010146992381182759,1.857436981117327e-05,0.0001967226312038879,0.03976695588805029,0.9593738817248669,0.00037344941478801105
exp_30468,0.0010345620473547602,0.0007379249429078795,0.002271549096680911,0.0006467266811838122,0.0006749921386230957,0.0035860273781265013,0.0023187759582033326,0.1883077411507534,0.7050682162525113,0.09386243245526413,0.0014910518983909317
exp_30469,0.0004045234486363511,0.000712665459228635,0.002139110175588239,0.00037236590222435967,0.000521023816647644,0.01944517468801874,0.00041685168924423264,0.5901041568605012,0.07532460617579917,0.018710231940437444,0.29184928984367425
exp_30470,9.81476669146327e-10,9.394758910257427e-10,8.151939107791668e-10,5.839996445339244e-10,1.2867861425505846e-09,1.5149604648818859e-09,9.775370826792727e-10,2.2600006542079264e-09,3.6270499816716622e-09,0.9999999419472675,4.50662520815217e-08
exp_30471,5.613777362497677e-08,9.352308704850237e-08,4.107693744485858e-08,3.4169730044969887e-08,7.19849141938029e-08,8.718808052069651e-08,8.330703108582237e-08,1.7037842170264346e-07,2.4398610910038126e-07,0.9999989920403631,1.2620755214417478e-07
exp_30472,0.0003063447030055961,0.00030779856149338274,4.963895425765387e-06,4.369911022443864e-06,0.010357676329994098,0.00042551739979768697,0.00018277632732478197,0.002114527145800354,0.015091079172067251,0.9711972719431541,7.674610914099905e-06
exp_30473,2.6044980404911338e-05,0.1827258362563591,0.00012348307490347011,8.864280911281102e-05,0.00010587271252345364,0.00019738974217072908,3.386409120010376e-05,0.8151809341156708,0.00014050192654723704,0.0013650372574754905,1.2393033631661336e-05
exp_30474,7.774675974155658e-08,6.671326630160106e-08,5.576027767537246e-08,5.3529187800377697e-08,8.452307416797236e-08,1.0387220092738309e-07,7.008001261207057e-08,2.2805186429356142e-07,1.9205256528654615e-07,0.9999892960565434,9.77161424785273e-06
exp_30475,2.781030134292359e-06,8.0477510979633e-07,3.664030775035055e-07,1.2492043174179279e-06,2.2622145410806026e-07,6.01559491833182e-06,0.00014479223784722735,7.887315057026455e-06,0.0008230524613791975,0.9990062334728004,6.591283904259618e-06
exp_30476,0.00024717958098836114,0.00010765805560655684,0.0002898401179041896,0.0001470817425475721,0.00013178422916346633,0.00020754627197751976,0.0010748369029364505,0.0010076735947414596,0.9417960744753517,0.018670950250696094,0.03631937477808692
exp_30477,0.0021327495611094395,0.0008755966060022653,0.0009614717991496735,0.0002940031268146086,0.00026691608828844455,0.003360783805173143,0.024360828291670245,0.8867766994385077,0.0695547867012131,0.010814159322878244,0.0006020052591933048
exp_30478,0.8865616938800271,0.0005148467231703009,0.0006635742838835275,0.00048272625809437606,0.0005309858010632269,0.016902349668742385,0.01945975631930805,0.03932413346938601,0.005131338753809328,0.029680160492577913,0.0007484343499376604
exp_30479,3.9457420995538576e-09,4.960619826567117e-09,4.371027829307677e-09,2.6304658961783894e-09,3.4626015542712394e-09,6.445010050346209e-09,4.080475145725732e-09,1.412543869773918e-08,1.2198891165067804e-08,0.9999979472119214,1.996567806369192e-06
exp_30480,6.960621901015936e-08,8.986856001274094e-08,8.562045307529825e-08,5.4827876834160455e-08,7.316320663532353e-08,1.1379162971869885e-07,6.738954962787523e-08,2.471757153554861e-07,2.2697810099226845e-07,0.9999911569973924,7.814581296344395e-06
exp_30481,1.0451853230594365e-06,6.503026486261283e-07,6.823747769243717e-07,1.958846337033088e-06,0.0005513288961336555,2.156794986559206e-05,2.7630541082946594e-05,3.4095064404258976e-05,0.0009063066437299744,0.9983890998662309,6.563432946691576e-05
exp_30482,1.3455887685541929e-05,0.006629770712682461,5.5343099977924575e-05,1.6432993514202244e-05,2.535986895225999e-05,0.0003284827226433884,5.019894047599424e-05,0.9869237245225413,0.00365890606865678,0.001890540556428167,0.00040778462644231253
exp_30483,0.0014294900380813571,0.0008882181408788126,0.0004940060800196998,0.0014595238872600043,0.0022517366712925886,0.00106607892528586,0.0012493985747779354,0.014324699854565935,0.011103228394641987,0.9613996584570725,0.004333960976122772
exp_30484,4.0253743609250964e-10,4.3378205119900337e-10,3.6092899405636175e-10,4.3821988386443174e-10,3.827020383963049e-10,1.274062214143761e-09,4.294943873460826e-10,7.08603787052936e-10,1.62964173663611e-09,0.9999999242737119,6.966631564268449e-08
exp_30485,6.001566450860068e-08,5.910786209087773e-08,6.139438165655244e-08,3.9462967942118934e-08,3.603016258386378e-08,7.853170037718123e-08,5.771884203392836e-08,1.4283791362944543e-07,2.1337319890790067e-07,0.9999943989448845,4.852582421721936e-06
exp_30486,0.014045142249125162,0.00729756434925672,0.010204210154034889,0.007004296907705058,0.008008985169467384,0.012577989543718707,0.19699953832493533,0.03453278075147482,0.3508557712207678,0.04871832855771584,0.3097553927717981
exp_30487,2.4503224254427984e-08,1.987908021247088e-08,1.9978563985195647e-08,1.6828854493943585e-08,3.870942869847815e-08,2.927853608383939e-08,2.2912834811117567e-08,5.306649684553761e-08,9.114250260714433e-08,0.9999990784351633,6.052653145680999e-07
exp_30488,0.19123691351746053,0.007603864895794706,0.0065617869241697,0.007355868190067214,0.4186216130282519,0.0747561757412346,0.02498315775854333,0.07106867421908517,0.04423667181204473,0.14726313877003247,0.006312135143315599
exp_30489,3.009121803713304e-05,5.210633004938595e-05,2.3205050151133052e-05,9.644135789178053e-06,5.0446737220843675e-05,0.16519928939226303,0.0009217496609875683,0.005081936346751435,0.8228804750113916,0.005707465012488643,4.3591104869406836e-05
exp_30490,7.419858754060097e-09,1.184751501216776e-08,7.403162017402833e-09,4.829082138777725e-09,8.974428480497697e-09,1.3480452062613523e-08,9.337998341250352e-09,3.1782399252376006e-08,2.0794145161517524e-08,0.9999997960957556,8.803520325676417e-08
exp_30491,2.1672692751098915e-08,3.616639147198262e-08,1.4718431775697141e-08,1.4183804477612587e-08,2.913020228827869e-08,3.0311965784558635e-08,2.648260863202362e-08,7.76344832753812e-08,6.438994696627165e-08,0.9999988104063323,8.749031404899757e-07
exp_30492,3.512554567356999e-08,7.822907096649879e-08,2.997258017144888e-08,2.4519423171500434e-08,4.700038513622774e-08,6.494411675372296e-08,4.6968704887285786e-08,1.548085044124446e-07,1.0286744692409654e-07,0.99999933593647,7.962775186005266e-08
exp_30493,4.3014335459504e-06,0.00025855333142055405,0.00010248147595972574,9.350035001065068e-05,6.747627312294162e-05,0.00020596500456546043,1.2672020656529625e-05,0.9934110354208251,0.00017605525282477475,0.005633444699926593,3.4514737141844725e-05
exp_30494,3.0474713880321744e-08,1.827578252760131e-08,1.9476224824334794e-08,1.3697637353149959e-08,1.3708173029264404e-08,2.3367316251582184e-08,3.094069726646363e-08,5.3164265608478374e-08,8.444093648243262e-08,0.9999993929875659,3.194666869153574e-07
exp_30495,0.006537374257557319,0.002146578698602965,0.002872681815715777,0.001818299063680619,0.0019968979610257708,0.0034068731447904435,0.014267293245522545,0.03821678569556375,0.3918978923826354,0.40493090537810983,0.131908418356796
exp_30496,0.06871339543788638,0.00014239105329425525,0.00014818449843129013,8.46256263680456e-05,8.274740039472546e-05,0.0007422848486732316,0.01869416471731242,0.005389612356737411,0.01084708553774086,0.8942637789531814,0.0008917295699800352
exp_30497,2.291130922643889e-05,7.929878292804764e-05,0.0015814699226084018,1.741648686345853e-05,8.599412750090347e-06,0.006049394649164182,8.085422074257471e-05,0.8595382010131444,0.13010326255079124,0.002322156974153151,0.00019643467762806626
exp_30498,0.0002007284492136435,0.00010945490798631535,0.00022154300813795352,0.00011056546328210423,0.0001616269026138893,0.00022585302412655666,0.0002483775058486967,0.005241756270440173,0.5700678967212696,0.09013928889599253,0.33327290885108835
exp_30499,2.30481518446572e-05,1.3708102594449646e-05,0.0005055615289654146,0.0018899762987523924,0.000728022168151681,0.00046267398911909087,0.0001528580617671989,0.012725290145161501,0.9451325523436401,0.03141055153621154,0.006955757673791732
exp_30500,5.307061154710125e-10,5.581339730135318e-10,5.709319873858223e-10,3.250047088029509e-10,4.3536855439640325e-10,9.070445218455692e-10,5.37274343174355e-10,1.5087674776954369e-09,1.966434551368642e-09,0.99999990810902,8.45513137953377e-08
exp_30501,2.9773578137752136e-09,3.440184219123358e-09,2.4925298716338247e-09,1.836667339383072e-09,3.057173125116654e-09,4.3700758409496405e-09,3.2240648016359242e-09,9.411814219406245e-09,9.747837814610799e-09,0.9999991788369947,7.806053001130768e-07
exp_30502,0.9706346807457522,0.0001096845420370011,2.6593152985605694e-05,1.7294035619506108e-05,2.789337388703985e-05,0.0063875326622063345,0.004130494020484207,0.015630124911640838,0.0005178344074612592,0.0024595926605222814,5.827548740390989e-05
exp_30503,5.265322361110145e-09,6.464517678719283e-09,4.258348652063009e-09,3.3955724767391796e-09,6.902006971071768e-09,8.505097218169724e-09,5.593876937965941e-09,1.9626584802693698e-08,1.4766398708295623e-08,0.9999996788867919,2.4633548232621975e-07
exp_30504,0.0012677655688465971,0.19178049631166227,0.005177437583709496,0.011149060315624819,0.0220906693135895,0.018076237692830375,0.0012979369352435206,0.6384360556413067,0.011572300759548204,0.0979819331763701,0.0011701067012685074
exp_30505,2.6220863709009785e-06,1.9084501574130972e-05,5.875920604327456e-06,3.2113649337200514e-05,7.93834177131555e-06,0.0003492409171629082,1.2319554987045802e-05,3.115108846367667e-06,0.00025417102429806115,0.9992932749272022,2.024396784556703e-05
exp_30506,7.381404030636588e-09,1.0375344327151098e-08,7.928794972438923e-09,7.714225465252794e-09,9.393460605353187e-09,2.167433731555881e-08,8.648570578462808e-09,8.726941493556237e-09,3.1948727537348873e-08,0.9999997953861528,9.082204089793305e-08
exp_30507,5.729127182205278e-09,4.499047597628512e-09,4.087103244322935e-09,3.1346759907928666e-09,3.4534838220956902e-09,7.3114182727350536e-09,6.272297386912627e-09,1.2818801615771502e-08,1.840566056098921e-08,0.9999993564940368,5.777943475183646e-07
exp_30508,1.2351692113482922e-06,1.482295601592083e-06,1.020073613173497e-05,5.285704552864035e-06,3.163483284233764e-06,2.605346882119485e-05,4.155151609970735e-06,9.768187978549442e-05,0.0017976194307633895,0.9980309606027088,2.2162077529367338e-05
exp_30509,0.00010764617500387552,0.00010787854549603678,0.013874461336781985,8.057503307027226e-05,8.731578147900502e-05,0.003995259832406409,0.0001460274938421999,0.5367892301124658,0.4209748327237016,0.018322494274094256,0.005514278691658365
exp_30510,2.8265640444878864e-08,2.8890734797766608e-08,2.6641758484374375e-08,1.8095026144155147e-08,2.0920025471512487e-08,4.081145247254561e-08,2.6887132702283586e-08,7.708207998127201e-08,1.0191694451921969e-07,0.9999925802036735,7.050285531321943e-06
exp_30511,5.554637985009788e-06,6.791969138542299e-06,1.781345076327382e-05,3.05205532746582e-06,1.202498132850168e-06,0.0005831496694608563,1.5061549425122947e-05,0.002568711107945292,0.015922130198084028,0.9808105036989987,6.602916473881127e-05
exp_30512,4.5021436358622513e-10,4.79657463758247e-10,3.4418701489659386e-10,2.443055788156306e-10,4.767412722815999e-10,1.021018258453508e-09,5.131660589205799e-10,7.352698964635146e-10,1.7163506999015117e-09,0.9999999728873147,2.1131774920228023e-08
exp_30513,0.023020867985458514,0.003922750911540597,0.003193071811340417,0.0035168439576063995,0.5715860726443217,0.04208546108143501,0.020251804804748166,0.17633267272164038,0.0978286558108898,0.05040015673444101,0.00786164153657789
exp_30514,0.0001114817681629052,0.00012861881553402857,0.0002186149194442849,0.0006786839492859215,0.005370481770241897,0.09720671107605092,0.0002545507254746101,0.0054904515661040754,0.5484652198251337,0.33152318296366556,0.010552002620901996
exp_30515,3.9550485663399425e-09,5.098864569821501e-09,3.650537970900501e-09,2.2034378993246403e-09,5.2232818664623405e-09,6.533161995088938e-09,4.971189721678194e-09,1.1044824709596893e-08,1.584832294387691e-08,0.9999998988343849,4.263694483816029e-08
exp_30516,0.0010231829908722127,0.0016112283150714194,0.004794597956684176,0.04427541629066596,0.6689194076418158,0.004961447296578078,0.0009343791490221232,0.11491237733265515,0.025295483772645386,0.09805610255412886,0.0352163766998611
exp_30517,0.004734545847051405,0.0017868830273957545,2.300316679471712e-05,2.0313099024565522e-05,7.407450981667563e-05,0.003163027224213169,0.015689447765304454,0.0023733842342408763,0.002505016190727765,0.9695962722615867,3.403267384370901e-05
exp_30518,2.2360397576632543e-06,2.510724894116212e-05,2.2035520380915577e-06,7.836634604028824e-06,0.00011271240316028487,0.00014204221250372015,9.956995768303687e-06,0.0033414613203328306,0.00030477553727566495,0.9960440761150536,7.591940564720771e-06
exp_30519,8.768982618851375e-08,1.1585495983040745e-07,5.488376177409965e-08,4.345854458025344e-08,7.121153265664667e-08,8.561673940309093e-08,1.0774556891745971e-07,2.5084099600549084e-07,3.1037472017176935e-07,0.9999987819609015,9.036244895483705e-08
exp_30520,4.057995555081817e-11,4.078550527550873e-11,3.6485682737481234e-11,2.8724413819452025e-11,3.125378217966279e-11,9.219083018000822e-11,4.215407600748343e-11,8.331252634881328e-11,1.3981722720381068e-10,0.999999973480873,2.5983822858097255e-08
exp_30521,0.0018954563889294364,0.0030331235152154987,0.0007405567154761714,0.00044434809260500104,0.0004683952392439065,0.002865630471376329,0.6622712497559968,0.023158790544986905,0.007584145104090725,0.2935377407950176,0.00400056337706131
exp_30522,0.0003366891692550555,0.00017171095824062348,0.025280222918349884,0.0001608082441647519,0.00018442834739163427,0.0005208310714874202,0.0006200137524767939,0.007825894429325637,0.8682856529809516,0.008427110867830557,0.08818663726052639
exp_30523,4.3935073526795206e-05,1.314098233916133e-05,4.079999452829651e-05,9.273217299476575e-05,0.004228516457276342,0.002505629647473846,2.6402980715452894e-05,0.0021662665860693524,0.2939919795150774,0.6968512271786862,3.93694113124968e-05
exp_30524,0.00012457660709450804,8.441550787634338e-05,0.00025707896781323347,8.62618822278484e-05,8.641830760840717e-05,0.00028947338682628693,0.00026131568199573097,0.006389437262324926,0.8785019437027761,0.08150710667411985,0.03241197201933683
exp_30525,2.2128041220293162e-05,6.0590871572399526e-05,0.001160746310823967,1.7503352945181777e-05,1.9380830523817332e-05,0.0013366043892110188,2.396642760021473e-05,0.9651922186888063,0.0270889936609083,0.004256668682539432,0.0008211987438490907
exp_30526,0.004428163429097318,0.004398337645510471,0.0030694102741691365,0.4315841064215899,0.12734763809647653,0.10286900727453438,0.0045975107478990005,0.06359294038471058,0.039657269396442964,0.20749281304279396,0.010962803286775215
exp_30527,1.858607370325505e-06,1.6162722413552e-06,3.869316327385591e-07,4.7774058402307735e-06,4.797541778063633e-06,1.2125302562219363e-05,7.373214672158596e-06,7.630846894754252e-06,0.0003163233642828836,0.9981324988689645,0.0015106116437605386
exp_30528,4.800009590256846e-05,5.330370430817426e-05,0.00011875791452659093,2.494018327307942e-05,1.1597590897432505e-05,0.0006669053331880844,0.00017592489596784459,0.040331274462872435,0.0104004725472863,0.9465142319141776,0.0016545913575998115
exp_30529,1.3977673795797272e-09,1.2606231990977628e-09,1.3823185063610226e-09,9.709208027667593e-10,1.0168524709565908e-09,1.9006215723149036e-09,1.262945375203996e-09,3.785355710139956e-09,4.639314268474212e-09,0.9999965516852616,3.430698018961041e-06
exp_30530,1.4473461097628384e-07,1.1697214740627518e-07,1.117833092884497e-07,1.0765733548564524e-07,1.3503463917629988e-07,1.538128822785469e-07,1.2866928070949543e-07,3.9244769373643103e-07,3.7827489019876307e-07,0.9998507706101162,0.00014756000309454882
exp_30531,1.8991381127383893e-06,1.3487516885199554e-06,1.1585205069578618e-06,1.853142439083667e-06,5.532952660619682e-07,4.439632813651256e-05,9.7680000926681e-06,7.752640755846094e-05,0.0016651547361030404,0.9981664100670818,2.9931613014108915e-05
exp_30532,2.1016228295165262e-06,1.1989761147940166e-05,0.00014075954531061655,1.731495683476885e-05,2.813627389024523e-06,0.0006125275806130889,3.2668445448201316e-06,0.9953261072543771,0.0025669004878493217,0.0012213750629322363,9.484325617150367e-05
exp_30533,1.5560494234329273e-09,1.8972188890981465e-09,1.541237299949359e-09,1.0280247391618336e-09,1.6792243963304162e-09,2.4075653310703273e-09,1.6465126281745946e-09,5.2803174835903036e-09,5.070956374950572e-09,0.9999995638359439,4.140569495410043e-07
exp_30534,0.00039745884276868996,0.00021517401981669228,0.00040518345661636303,0.001887921422542451,0.03142359792649295,0.0006497636350758612,0.0004800622135886033,0.0010921256600622054,0.05437774369298376,0.005438358540601081,0.9036326105894514
exp_30535,1.0086559596635037e-08,1.3268471130031649e-08,8.793216363703847e-09,5.27970840317659e-09,1.0292922803974322e-08,3.197002272668029e-08,1.2685441606629822e-08,1.8309227368054488e-08,4.06752959471869e-08,0.9999998238473293,2.479180464933096e-08
exp_30536,1.7005531017818058e-06,4.658489160075325e-06,1.9399916604949704e-06,1.439943062927153e-06,7.249382834644165e-05,0.00012781077359280614,7.426036070961758e-05,3.487136505290593e-05,0.002761691517516602,0.9969047675312865,1.4365646509579552e-05
exp_30537,9.019154944444524e-06,9.095404486272406e-06,1.1949270697233614e-05,1.0149895024297371e-05,0.0016101519032352377,0.00011841099755658095,5.0488837579335955e-05,0.00015051692984202947,0.006112999062332908,0.9916599468724042,0.0002572716718971759
exp_30538,4.6217032115685047e-08,9.660356412658951e-08,3.862176632152644e-08,3.1140273715188044e-08,6.535504722842576e-08,1.0487578492727582e-07,5.683665733735008e-08,2.164409427172287e-07,1.4363163454978595e-07,0.9999991331552961,6.712200092513269e-08
exp_30539,2.1666519819423743e-07,0.00010135975440482105,2.420313004680371e-07,4.1845853049175245e-06,5.737089837504526e-06,1.9403767567935275e-05,1.3427794040589593e-05,0.000559320459864961,9.909911470357626e-05,0.9991955715460804,1.4371916965841122e-06
exp_30540,1.4657333761903574e-07,1.2943483524078376e-05,2.9012714180163793e-07,1.37457413935861e-06,7.753327035516045e-06,2.735717449513664e-05,6.512637246691098e-06,0.0005268957064554606,7.439041825945547e-05,0.9993418525800128,4.833983521290262e-07
exp_30541,0.0006532022709227322,0.0009163832315332402,0.0004030838497008517,0.0006567086344166605,0.0007546722628317544,0.011150969980078173,0.0005497746206656843,0.04502839074406094,0.001845269068091318,0.937383133397789,0.0006584119399100446
exp_30542,1.3414472064339293e-08,1.1338826159419355e-08,1.2865506921051746e-08,9.49061110930561e-09,1.0919816892254814e-08,1.747274058422869e-08,1.1693461018655549e-08,3.769154158540133e-08,3.8435811669315956e-08,0.9999885264147409,1.1310262471214398e-05
exp_30543,0.03152775488050014,0.00041127560421511886,0.00043454322220121664,0.0003081369718216863,0.00033664298052595856,0.0019246041298584453,0.43834108414049355,0.035708528333396605,0.014851702195992673,0.47276613089112696,0.0033895966498677862
exp_30544,3.2292940783529866e-08,3.2339543035253306e-08,3.2272615818825883e-08,2.114080428710625e-08,2.417536303541069e-08,5.0190943605193296e-08,2.9457300892416556e-08,9.444658116709567e-08,1.175452520680743e-07,0.9999978256908298,1.7404478254059709e-06
exp_30545,0.00040295953660624304,4.4203730742602045e-05,0.0004665435368773996,1.048890568803921e-05,8.188051898672568e-06,0.0007017643242620611,0.003372571386367241,0.057051629629195584,0.9195931433713352,0.01778436642512003,0.0005641411019068253
exp_30546,4.345112893187601e-07,3.0005562083935778e-06,1.3040533802722178e-06,6.806522663249701e-06,4.7696395081028336e-05,4.5495627703671116e-05,4.45770618206476e-06,0.0004444865080308834,0.0003677461793213946,0.999073979798742,4.592141397921125e-06
exp_30547,2.622927590378067e-09,3.211433289737212e-09,2.80553262048646e-09,1.5410381031817127e-09,2.0952251462753833e-09,5.7443768224116375e-09,3.3581613603110614e-09,4.14560730493513e-09,1.0519836575615544e-08,0.9999999171200288,4.6835832439290764e-08
exp_30548,1.0102574645224336e-08,1.439293804529063e-08,9.767029880228536e-09,6.3389761918541664e-09,9.960554451995352e-09,1.4611284785659721e-08,1.2507205410820002e-08,3.669965544627342e-08,3.543724809896311e-08,0.999999710866101,1.3931643190588676e-07
exp_30549,1.8013928753417164e-08,3.0485357232410994e-08,1.7214825285003468e-08,1.3229172400017458e-08,2.3868080633080208e-08,3.8569386741238595e-08,2.0019629910143027e-08,8.251806223839308e-08,4.8488686790898086e-08,0.9999996176108547,8.998201536164681e-08
exp_30550,3.8352968515332574e-09,2.5805432696596515e-08,6.701503429541856e-09,3.1076520205463483e-09,4.130052059260272e-09,9.729343697928302e-09,3.9329372820322866e-09,0.9999715822091841,6.117832803231072e-06,2.21660078030984e-05,7.670799164736715e-08
exp_30551,5.152440780596726e-11,4.633508616627e-11,4.2753939965027974e-11,4.575413529454504e-11,3.585371412224249e-11,8.834016604544612e-11,5.642269081649156e-11,6.444993924547496e-11,1.629870455459579e-10,0.9999999734782182,2.5927360617206472e-08
exp_30552,0.41764387405212955,0.0017163551104414656,0.0029596783413302352,0.0013824672547183981,0.0016345057382629424,0.005002610833397796,0.05863014515582649,0.04556922273133988,0.024727407056161884,0.029299268388333796,0.4114344653380573
exp_30553,0.0038542520630228997,0.0002904186395061006,0.005954344270871407,0.0001537451461037355,8.73743121412578e-05,0.0023771159107736782,0.012622315659155715,0.8075161322438905,0.16153844897949976,0.005037105840520199,0.0005687469345145492
exp_30554,1.3353961317315108e-05,7.091468302345159e-07,6.2482623990961014e-06,3.7902936414842467e-06,8.440869340159141e-07,2.062494312095077e-06,0.0004570955883372293,3.4614099090407704e-05,0.0019369690785249,9.73844928430192e-05,0.9974469284957702
exp_30555,3.7878099819783534e-05,7.2010917660051105e-06,5.077400613300974e-05,1.610791119497775e-05,5.958156320197878e-06,7.134466648930087e-05,0.0002584171636506499,0.005143514095931684,0.8098394310081284,0.18409541613577626,0.0004739576647899279
exp_30556,0.36973439708114153,0.004288362220256387,0.003230525723869362,0.008741284815815669,0.024970206587757445,0.005595364050530357,0.041641194591097545,0.06725949334416065,0.023571092729178532,0.4414516414538106,0.009516437402381797
exp_30557,6.073944817431694e-08,5.042827247368028e-07,1.489074055874741e-07,7.882035660370298e-08,1.2864006082315236e-07,1.7451615751347816e-07,6.698414983055408e-08,0.9997889074279265,4.3339804688619655e-06,0.00020534394559262284,2.51755708987105e-07
exp_30558,3.0084168314015737e-06,0.00033009652754456624,8.636679074089657e-05,0.0001512633823979186,3.70548123109169e-05,1.6140497697735866e-05,1.3229166401083796e-05,0.9974650705739407,8.832109659057425e-06,0.0018776841557071656,1.1253566768337363e-05
exp_30559,8.494321550107725e-10,6.603372182969413e-10,6.252399446493748e-10,4.935901944630738e-10,7.514974955997583e-10,9.951834561952645e-10,7.415574210433517e-10,1.687027667122365e-09,2.5536769726001407e-09,0.9999993604590195,6.301834380261742e-07
exp_30560,3.1537514882664524e-09,1.7311632902619098e-09,3.011389026059616e-09,2.9784177828109076e-09,1.8940715856324956e-09,3.454376372322387e-09,3.275277360756196e-09,5.1629353996899964e-09,9.561964171135261e-09,0.9999999412907721,2.448588146572818e-08
exp_30561,5.444383447684954e-10,3.7023241138088674e-10,5.057879545031813e-10,3.5880547777609277e-10,4.0073145295666876e-10,8.30510377387184e-10,4.878725514727163e-10,1.1090733814114093e-09,1.7828781756862818e-09,0.9999998407565046,1.5285316528508417e-07
exp_30562,4.627077159775183e-06,4.360992726579276e-06,1.3094535424738799e-05,7.10753643125034e-06,2.2374608830665394e-06,3.3961124893238874e-05,2.1372218413553555e-05,0.0001261017613180097,0.0019309593803965251,0.9978363843437681,1.979356858479748e-05
exp_30563,0.0001013783435473793,1.8597309261511235e-05,5.252785699598511e-05,6.874262221970448e-05,1.4061074831456662e-05,6.231393605101084e-05,3.378764142735333e-05,0.0009550107280013057,0.03791295305760448,0.02247188538261709,0.9383087420474425
exp_30564,8.032266700876382e-07,4.166584763305208e-06,0.0001422141509353868,6.993271699692511e-06,2.069162128801078e-06,0.00037516734013490324,4.4076320158065665e-06,0.9971075970582138,0.0016575657096395762,0.0006885102857372098,1.050557806172945e-05
exp_30565,8.313759940839678e-05,0.00031455933256802803,0.00022398923505778865,0.00012811476940972338,0.00020539367630662228,0.04423711519610761,8.437503151835546e-05,0.9119907083733442,0.03254837689387486,0.010024181454959155,0.00016004843744557497
exp_30566,0.0005678131583323192,0.00048120428122891293,0.0008049035029467322,0.000781518334151013,0.0679881170484743,0.0016656074507094994,0.0007704901170187962,0.00133081778503998,0.14069137487259087,0.011897651543994005,0.7730205019055134
exp_30567,0.005191664048414837,0.00043953476977797904,0.0002690699253297127,0.00017455819963012285,0.0002802945733388373,0.04013260150206899,0.008433532796505386,0.020918657563759307,0.8160324399622733,0.10769975694198074,0.00042788971692118006
exp_30568,0.04874156482326132,0.005192925242163709,0.0030078977315619437,0.0020057892533036736,0.7222011144462945,0.01385497809492313,0.013955250004755504,0.07345504893789093,0.006000207069876058,0.10793002702037191,0.0036551973755973265
exp_30569,0.0019582366362368175,0.004936318976959133,0.0037147276362988766,0.011780350103558322,0.10880996423500645,0.006843891931763004,0.002176621144091168,0.06512057304738042,0.5036012395523939,0.1994049953737966,0.09165308136251572
exp_30570,7.627841652284965e-09,1.0436422549233627e-08,6.390763290243584e-09,4.885859447915149e-09,9.104485397993314e-09,1.0509918402977744e-08,8.541984706705915e-09,2.1973330098711288e-08,2.9313042286739674e-08,0.9999993835391731,5.076771791936515e-07
exp_30571,1.4432885758872839e-08,4.10693632327785e-08,1.2691727108084621e-08,1.0577139904180787e-08,1.6420465527369466e-08,2.2613103387261857e-08,1.7842942973810864e-08,6.544316933543042e-08,4.171438516390014e-08,0.9999997142000356,4.2994781953219474e-08
exp_30572,0.08769700084607268,0.007710499128097714,0.004555811337958154,0.0019268737262928156,0.005326789639653497,0.011531088427860678,0.23517607738418583,0.045140933050824,0.04905410330421978,0.5486620272611659,0.003218795893669034
