cell_id,group
aancgjmb-1,activated fibroblast/stellate
aanchejn-1,myeloid/macrophage
aanclpap-1,activated fibroblast/stellate
aandebek-1,ductal/tumor epithelial
aandhkam-1,Unknown
aandiloi-1,activated fibroblast/stellate
aandkfed-1,Unknown
aandpfmj-1,ductal/tumor epithelial
aanecfnj-1,activated fibroblast/stellate
aaneigoh-1,ductal/tumor epithelial
aanempgl-1,Unknown
aanenken-1,activated fibroblast/stellate
aanfbjpd-1,activated fibroblast/stellate
aanflhlm-1,Unknown
aanflkgp-1,Unknown
aanfmabl-1,Unknown
aangjjae-1,activated fibroblast/stellate
aanhpcen-1,activated fibroblast/stellate
aanickig-1,ductal/tumor epithelial
aanihlkk-1,ductal/tumor epithelial
aanimnif-1,ductal/tumor epithelial
aanjamfe-1,Tregs
aanjddnk-1,Tregs
aanjknck-1,ductal/tumor epithelial
aanjlpjh-1,acinar epithelial
aanjnael-1,ductal/tumor epithelial
aankaejc-1,acinar epithelial
aankbnma-1,ductal/tumor epithelial
aankcnlc-1,myeloid/macrophage
aankfjfh-1,ductal/tumor epithelial
aanlbipo-1,ductal/tumor epithelial
aanldplc-1,acinar epithelial
aanlenkp-1,acinar epithelial
aanlfake-1,ductal/tumor epithelial
aanmbfcd-1,acinar epithelial
aanmdpco-1,ductal/tumor epithelial
aannagcj-1,ductal/tumor epithelial
aannbgoh-1,ductal/tumor epithelial
aanndjab-1,ductal/tumor epithelial
aannhomj-1,Tregs
aannlbfe-1,acinar epithelial
aanofgoc-1,acinar epithelial
aanogpgn-1,acinar epithelial
aanoioea-1,acinar epithelial
aanolkee-1,acinar epithelial
aanondmo-1,acinar epithelial
aanpbkbc-1,ductal/tumor epithelial
aanpenll-1,acinar epithelial
aanpmikg-1,endocrine/islet
aanpmiob-1,acinar epithelial
aaoahndh-1,mast cell
aaoajkcj-1,ductal/tumor epithelial
aaoaohpa-1,endocrine/islet
aaobgdfg-1,acinar epithelial
aaobhecn-1,acinar epithelial
aaoccbca-1,endocrine/islet
aaocdedh-1,acinar epithelial
aaocknnl-1,ductal/tumor epithelial
aaocpkgl-1,ductal/tumor epithelial
aaodbdfd-1,ductal/tumor epithelial
aaodmoje-1,endocrine/islet
aaoeijcm-1,ductal/tumor epithelial
aaoenomj-1,acinar epithelial
aaofadma-1,ductal/tumor epithelial
aaofeenf-1,acinar epithelial
aaoffelm-1,acinar epithelial
aaofhbaf-1,acinar epithelial
aaofkkbb-1,acinar epithelial
aaofnbbl-1,ductal/tumor epithelial
aaogddja-1,acinar epithelial
aaogoifn-1,ductal/tumor epithelial
aaohcnfg-1,acinar epithelial
aaohdbnl-1,acinar epithelial
aaohfijk-1,acinar epithelial
aaohgkni-1,acinar epithelial
aaoihfng-1,ductal/tumor epithelial
aaojaaio-1,acinar epithelial
aaojafik-1,ductal/tumor epithelial
aaojbemo-1,acinar epithelial
aaojdpna-1,acinar epithelial
aaokjcpd-1,acinar epithelial
aaokkcba-1,acinar epithelial
aaokpcoo-1,acinar epithelial
aaokpdgd-1,endothelial
aaolcbnc-1,acinar epithelial
aaolhgkk-1,ductal/tumor epithelial
aaolibpb-1,ductal/tumor epithelial
aaoljebm-1,acinar epithelial
aaolndda-1,acinar epithelial
aaomhegc-1,acinar epithelial
aaomnllj-1,ductal/tumor epithelial
aaonilae-1,acinar epithelial
aaonmgla-1,acinar epithelial
aaonpldn-1,acinar epithelial
aaooglnj-1,myeloid/macrophage
aaoolbec-1,acinar epithelial
aaoomnhc-1,acinar epithelial
aaooofln-1,ductal/tumor epithelial
aaopcfep-1,ductal/tumor epithelial
aaopcppm-1,ductal/tumor epithelial
aaopmlng-1,ductal/tumor epithelial
aapacjlk-1,ductal/tumor epithelial
aapaeddd-1,ductal/tumor epithelial
aapafkip-1,ductal/tumor epithelial
aapageeb-1,ductal/tumor epithelial
aapaldef-1,acinar epithelial
aapbbkcf-1,acinar epithelial
aapcegad-1,Tregs
aapcgnoo-1,ductal/tumor epithelial
aapcikjp-1,ductal/tumor epithelial
aapcleap-1,acinar epithelial
aapcmmbj-1,acinar epithelial
aapcnkfb-1,acinar epithelial
aapdekmo-1,acinar epithelial
aapdhkpp-1,myeloid/macrophage
aapdidfc-1,ductal/tumor epithelial
aapeajec-1,endothelial
aapeiaoo-1,acinar epithelial
aapffbij-1,acinar epithelial
aapfnfja-1,endothelial
aapfogjj-1,activated fibroblast/stellate
aapgkgch-1,endothelial
aapgopoa-1,acinar epithelial
aaphaomj-1,acinar epithelial
aaphepkc-1,ductal/tumor epithelial
aaphgjfg-1,acinar epithelial
aaphhapd-1,acinar epithelial
aapholla-1,acinar epithelial
aapibpid-1,ductal/tumor epithelial
aapigdmo-1,ductal/tumor epithelial
aapilcce-1,ductal/tumor epithelial
aapjbmpg-1,activated fibroblast/stellate
aapjofcl-1,myeloid/macrophage
aapldomd-1,ductal/tumor epithelial
aapmgbhh-1,activated fibroblast/stellate
aapmilbp-1,myeloid/macrophage
aapmmlle-1,myeloid/macrophage
aapnbnlp-1,activated fibroblast/stellate
aapnipoe-1,activated fibroblast/stellate
aapnmmkm-1,activated fibroblast/stellate
aapogdld-1,activated fibroblast/stellate
aappbbgg-1,acinar epithelial
aappebhj-1,myeloid/macrophage
abaahfko-1,activated fibroblast/stellate
abaaifbd-1,acinar epithelial
abaaokdb-1,acinar epithelial
ababcbed-1,myeloid/macrophage
ababgjjf-1,acinar epithelial
ababhifh-1,activated fibroblast/stellate
abadkdea-1,activated fibroblast/stellate
abadlfpp-1,endothelial
abaegodb-1,acinar epithelial
abaeibhd-1,myeloid/macrophage
abaeingi-1,Tregs
abaekgea-1,endothelial
