cell_id,group
aahplgmj-1,Mucosa gland
aahpmcik-1,Mucosa gland
aaiabihf-1,Mucosa gland
aaiabkia-1,B lineage
aaiafcpd-1,B lineage
aaiafiid-1,B lineage
aaiaglig-1,B lineage
aaiakjpn-1,B lineage
aaibbpnk-1,B lineage
aaibjinc-1,Mucosa gland
aaibnopj-1,Mucosa gland
aaicabph-1,Mucosa gland
aaicbnpg-1,Endothelial cells
aaicfonl-1,B lineage
aaicghfi-1,Mucosa gland
aaicljob-1,Mucosa gland
aaicmmnm-1,Mucosa gland
aaidbngg-1,B lineage
aaidgana-1,B lineage
aaidoaoo-1,B lineage
aaieglki-1,B lineage
aaifbpan-1,B lineage
aaifcjnj-1,B lineage
aaifjifg-1,B lineage
aaigdcob-1,B lineage
aaighcap-1,B lineage
aaigoain-1,B lineage
aaihapae-1,B lineage
aaihfkhi-1,B lineage
aaihhaki-1,B lineage
aaiiadib-1,B lineage
aaiiiffl-1,B lineage
aaiijoeo-1,B lineage
aaiilglj-1,B lineage
aaiimpif-1,B lineage
aaijlabm-1,B lineage
aaijlolg-1,B lineage
aaikagkl-1,B lineage
aaikfmmn-1,B lineage
aaikgnpo-1,B lineage
aaikhcbo-1,B lineage
aaikimme-1,Mucosa gland
aaikojcg-1,Mucosa gland
aailbgjm-1,Mucosa gland
aaildnak-1,Mucosa gland
aaimfbha-1,B lineage
aaimilna-1,B lineage
aainajhi-1,B lineage
aaincmbk-1,Mucosa gland
aaindhbf-1,Mucosa gland
aainicio-1,Mucosa gland
aainilgd-1,Mucosa gland
aainjgmo-1,Endothelial cells
aainljbl-1,B lineage
aaiodcfo-1,B lineage
aaiohfkj-1,B lineage
aaiojhmp-1,B lineage
aaiokcic-1,B lineage
aaiomccl-1,B lineage
aaiomipo-1,B lineage
aaioooep-1,B lineage
aaipjgol-1,B lineage
aajalooi-1,B lineage
aajbihoa-1,B lineage
aajcabdh-1,B lineage
aajckhfo-1,B lineage
aajcoaho-1,B lineage
aajdcaje-1,B lineage
aajdgedc-1,B lineage
aajdkbkd-1,B lineage
aajdldia-1,Mucosa gland
aajdomin-1,Mucosa gland
aajebeln-1,Mucosa gland
aajedbgf-1,Mucosa gland
aajefplg-1,Mucosa gland
aajegjjf-1,Mucosa gland
aajehaff-1,Mucosa gland
aajeklco-1,Mucosa gland
aajelmga-1,Mucosa gland
aajffkob-1,Mucosa gland
aajfloda-1,Mucosa gland
aajfolml-1,Mucosa gland
aajgaggp-1,Endothelial cells
aajgdihg-1,Endothelial cells
aajgdooe-1,T cells
aajgfgmi-1,B lineage
aajgmmhp-1,Mucosa gland
aajgnmjm-1,Mucosa gland
aajgppka-1,Mucosa gland
aajhbnnn-1,Mucosa gland
aajhmegp-1,B lineage
aajhoaob-1,B lineage
aajhojgb-1,B lineage
aajiecio-1,B lineage
aajiedeg-1,B lineage
aajimoon-1,Endothelial cells
aajjgkof-1,B lineage
aajjkhcd-1,B lineage
aajjolhi-1,B lineage
aajjophn-1,B lineage
aajjpmdl-1,B lineage
aajkanbe-1,B lineage
aajkhkik-1,B lineage
aajkhlei-1,B lineage
aajknhlh-1,B lineage
aajkniaa-1,B lineage
aajkplfc-1,Endothelial cells
aajlafon-1,Endothelial cells
aajlcabc-1,Endothelial cells
aajlelfa-1,Endothelial cells
aajlmjea-1,B lineage
aajmjibj-1,B lineage
aajmkaec-1,B lineage
aajmnilj-1,B lineage
aajnapai-1,B lineage
aajngdai-1,Endothelial cells
aajnlchc-1,B lineage
aajodgfj-1,B lineage
aajoenaj-1,B lineage
aajohjaf-1,B lineage
aajoiino-1,B lineage
aajojpeg-1,B lineage
aajomecj-1,B lineage
aajpahao-1,B lineage
aajpdjpb-1,B lineage
aajpgidn-1,B lineage
aajpjfjf-1,B lineage
aajpnidn-1,B lineage
aajpohoh-1,B lineage
aakaadbl-1,B lineage
aakalfij-1,B lineage
aakaonei-1,B lineage
aakapbml-1,Myeloid cells
aakbhflh-1,B lineage
aakbnlmh-1,B lineage
aakccgcm-1,Mucosa gland
aakcdeil-1,Mucosa gland
aakcfjhf-1,B lineage
aakcgdjk-1,T cells
aakckbec-1,Mucosa gland
aakckfbh-1,Mucosa gland
aakcklci-1,Mucosa gland
aakclemd-1,Mucosa gland
aakcnlim-1,Mucosa gland
aakdbjgj-1,Mucosa gland
aakdjhnm-1,Fibroblasts
aakeggpc-1,B lineage
aakehoji-1,B lineage
aakeikla-1,B lineage
aakekflj-1,B lineage
aakepmkb-1,B lineage
aakfakig-1,B lineage
aakfchmg-1,B lineage
aakgblgg-1,B lineage
aakgdadn-1,B lineage
aakgdgln-1,T cells
aakgegmn-1,B lineage
aakghijd-1,B lineage
aakghjgo-1,B lineage
aakgimkb-1,B lineage
aakgkija-1,B lineage
aakgmnjk-1,B lineage
aakhdkfj-1,B lineage
aakhilln-1,T cells
aakhoclm-1,B lineage
aakiajjn-1,B lineage
aakigldj-1,Mucosa gland
aakihbeo-1,Mucosa gland
aakikcac-1,Submucosa
aakilamb-1,B lineage
aakimfhh-1,B lineage
aakjhehf-1,B lineage
aakjopcl-1,Myeloid cells
aakkandb-1,B lineage
aakkbggo-1,B lineage
aakkgfli-1,B lineage
aakkibdo-1,B lineage
aakkohgg-1,B lineage
aakkpmll-1,B lineage
aaklcogn-1,B lineage
aakljcgk-1,B lineage
aaklplna-1,B lineage
aakmcaga-1,B lineage
aakmcnnn-1,B lineage
aakmoiek-1,B lineage
aakmoign-1,B lineage
aakmpabb-1,B lineage
aakndchd-1,B lineage
aaknmgca-1,B lineage
aaknmpla-1,B lineage
aakohago-1,B lineage
aakojfip-1,B lineage
aakombkh-1,B lineage
aakoncip-1,B lineage
aakpgkmb-1,B lineage
aakpieio-1,B lineage
aakplcaf-1,B lineage
aakplldn-1,B lineage
aakpnaom-1,B lineage
aakpncif-1,B lineage
aakpndpm-1,B lineage
aakpnnli-1,B lineage
aakpodpb-1,B lineage
aakpoljf-1,B lineage
aakppgao-1,B lineage
aakppghg-1,B lineage
aalacpgk-1,B lineage
aalakbni-1,B lineage
aalakkfo-1,B lineage
aalanfoi-1,B lineage
aalbbfgd-1,B lineage
aalbgiia-1,B lineage
aalbjkeg-1,B lineage
aalbllmd-1,B lineage
aalbnnkh-1,B lineage
aalbpmkb-1,B lineage
aalcanoa-1,B lineage
aalcchci-1,B lineage
aalcdccn-1,B lineage
aalcgfnc-1,B lineage
aalckkil-1,B lineage
aalcmonb-1,B lineage
aalcpnbm-1,B lineage
aaldaigl-1,B lineage
aaldbiee-1,B lineage
aaldebog-1,B lineage
aaldgnhk-1,Mucosa gland
aaldhddg-1,Mucosa gland
aaldhmfl-1,Mucosa gland
aaldiokk-1,Mucosa gland
aaldjffl-1,Mucosa gland
aaldlbap-1,Mucosa gland
aaleknbp-1,Mucosa gland
aalepgig-1,Mucosa gland
aalepjcd-1,Mucosa gland
aalfcjco-1,Mucosa gland
aalfgbom-1,Mucosa gland
aalfngph-1,Mucosa gland
aalfnkeh-1,B lineage
aalggcga-1,Mucosa gland
aalglkoc-1,B lineage
aalhafdd-1,B lineage
aalhamlp-1,Mucosa gland
aalhbemc-1,Mucosa gland
aalhcmgc-1,Mucosa gland
aalhcpfm-1,B lineage
aalhdbga-1,Mucosa gland
aalhfclj-1,B lineage
aalhikdj-1,B lineage
aalihepp-1,Mucosa gland
aalikkjk-1,Mucosa gland
aaliligj-1,T cells
aalilmkn-1,Mucosa gland
aaljaafj-1,Mucosa gland
aaljcjik-1,Mucosa gland
aaljdang-1,B lineage
aalkdaaj-1,B lineage
aalkenll-1,B lineage
aalkhcgb-1,B lineage
aalkiccj-1,Mucosa gland
aalklgdm-1,Mucosa gland
aalkpehe-1,Mucosa gland
aallabdf-1,Myeloid cells
aallambd-1,Mucosa gland
aalldmma-1,Mucosa gland
aalliogc-1,Mucosa gland
aalllnfl-1,Mucosa gland
aalmapab-1,Mucosa gland
aalmbbac-1,Mucosa gland
aalmjkje-1,Endothelial cells
aalmkpjg-1,B lineage
aalmmhod-1,Mucosa gland
aalmnahh-1,Mucosa gland
aalodabf-1,Mucosa gland
aalodkgi-1,Mucosa gland
aalodllf-1,Mucosa gland
aaloeghd-1,Mucosa gland
aalofdmb-1,Mucosa gland
aalohmbg-1,Mucosa gland
aalominh-1,Mucosa gland
aalonnjh-1,Mucosa gland
aalpafom-1,Mucosa gland
aalpbenf-1,Mucosa gland
aalpdmga-1,Mucosa gland
aalpgnjd-1,Mucosa gland
aalpijoj-1,Mucosa gland
aamaccen-1,Mucosa gland
aamadnma-1,Mucosa gland
aambmlll-1,Mucosa gland
aambohmi-1,Mucosa gland
aamccfeo-1,Mucosa gland
aamccfml-1,Mucosa gland
aamcdopd-1,Mucosa gland
aamcejoj-1,Mucosa gland
aamcnlhb-1,Mucosa gland
aamcphof-1,Mucosa gland
aamdhmhm-1,Mucosa gland
aamdjpoc-1,Mucosa gland
aamdodaa-1,Mucosa gland
aamdpeja-1,Mucosa gland
