cell_id,group
aamefdja-1,Islets
aamenckh-1,Islets
aamgbdmn-1,Islets
aamgdgbc-1,Islets
aamgpmla-1,Islets
aamhhdld-1,Islets
aamhhmdf-1,Islets
aamhilkh-1,Islets
aamigdpk-1,Islets
aamippal-1,Islets
aamjafga-1,Islets
aamjjago-1,Islets
aamkefob-1,Islets
aamkkfkg-1,pancreatic ductal epithelium
aamkpgmo-1,pancreatic ductal epithelium
aamlbcnl-1,pancreatic ductal epithelium
aamlbmmd-1,pancreatic ductal epithelium
aammepon-1,pancreatic ductal epithelium
aammhjdd-1,pancreatic ductal epithelium
aammnoaa-1,pancreatic ductal epithelium
aamndhme-1,pancreatic ductal epithelium
aamnfbjj-1,pancreatic ductal epithelium
aamochbp-1,pancreatic ductal epithelium
aamogfne-1,pancreatic ductal epithelium
aamohnpp-1,pancreatic ductal epithelium
aamommde-1,pancreatic ductal epithelium
aamplhki-1,pancreatic ductal epithelium
aanaeika-1,pancreatic ductal epithelium
aanbaele-1,Islets
aanbahbl-1,pancreatic ductal epithelium
aanbijbl-1,pancreatic ductal epithelium
aanbmaae-1,Islets
aanccedj-1,Islets
aandeeah-1,pancreatic ductal epithelium
aanednhm-1,Islets
aanfmdgo-1,Islets
aanfmkhc-1,Islets
aangaecf-1,Islets
aangcjkf-1,Islets
aanggpbm-1,Islets
aangkhap-1,Islets
aangondo-1,Islets
aanifgka-1,Islets
aanijofo-1,Islets
aanjafmp-1,Islets
aanjdcgb-1,Islets
aanjpgcj-1,Islets
aankeahl-1,Islets
aankegim-1,pancreatic ductal epithelium
aankgmkl-1,pancreatic ductal epithelium
aankhlla-1,pancreatic ductal epithelium
aanlnbph-1,pancreatic ductal epithelium
aanlphmo-1,pancreatic ductal epithelium
aanmamlf-1,pancreatic ductal epithelium
aanmbnpj-1,pancreatic ductal epithelium
aanmimce-1,pancreatic ductal epithelium
aannbnmd-1,pancreatic ductal epithelium
aannghde-1,pancreatic ductal epithelium
aannmjhh-1,Islets
aannnmgn-1,Myeloid cells
aanococo-1,Islets
aanonhbb-1,Islets
aanonhgh-1,pancreatic ductal epithelium
aanpofid-1,Islets
aanppimg-1,Islets
aaoaggfh-1,Islets
aaoapcch-1,pancreatic ductal epithelium
aaoceijb-1,pancreatic ductal epithelium
aaocoplb-1,pancreatic ductal epithelium
aaocplfb-1,pancreatic ductal epithelium
aaodioog-1,Islets
aaodlekd-1,Islets
aaodoogh-1,Islets
aaodpccg-1,pancreatic ductal epithelium
aaofgoed-1,Islets
aaofnmod-1,Islets
aaogfkbo-1,Islets
aaoihiec-1,Islets
aaojgeai-1,Islets
aaojhfmi-1,Islets
aaokabfc-1,Islets
aaokaeek-1,Islets
aaolfelc-1,Islets
aaolinpj-1,Islets
aaolmbdl-1,Islets
aaolpehe-1,pancreatic ductal epithelium
aaomfbce-1,pancreatic ductal epithelium
aaomnblb-1,pancreatic ductal epithelium
aaonbcaf-1,pancreatic ductal epithelium
aaondgoa-1,Myeloid cells
aaongaem-1,pancreatic ductal epithelium
aaooebab-1,pancreatic ductal epithelium
aaopalep-1,Myeloid cells
aaopfljg-1,pancreatic ductal epithelium
aaopgifa-1,pancreatic ductal epithelium
aaopjcnn-1,pancreatic ductal epithelium
aaopkmip-1,pancreatic ductal epithelium
aaoppblo-1,pancreatic ductal epithelium
aapagein-1,pancreatic ductal epithelium
aapaloog-1,pancreatic ductal epithelium
aapambff-1,pancreatic ductal epithelium
aapaocij-1,pancreatic ductal epithelium
aapbffok-1,pancreatic ductal epithelium
aapbngmi-1,pancreatic ductal epithelium
aapcaghd-1,pancreatic ductal epithelium
aapcbedc-1,pancreatic ductal epithelium
aapcjege-1,pancreatic ductal epithelium
aapdmjok-1,pancreatic ductal epithelium
aapdmkho-1,pancreatic ductal epithelium
aapdofcp-1,pancreatic ductal epithelium
aapdpcgh-1,pancreatic ductal epithelium
