cell_id,group
aajnligg-1,Fibroblasts
aajnmfbi-1,Fibroblasts
aajnoenn-1,Fibroblasts
aajnphhg-1,Fibroblasts
aajohigk-1,Myeloid cells
aajohiob-1,T cells
aajpjdom-1,Fibroblasts
aajplklp-1,Fibroblasts
aakaglba-1,Endothelial cells
aakajhei-1,Endothelial cells
aakamiim-1,Myeloid cells
aakanjnj-1,Fibroblasts
aakbbejo-1,T cells
aakbmpae-1,Fibroblasts
aakcojgf-1,pancreatic ductal epithelium
aakcppnc-1,Fibroblasts
aakdijdf-1,Fibroblasts
aakebdme-1,Myeloid cells
aakehnal-1,Endothelial cells
aakfboia-1,Unknown
aakfcjgi-1,Myeloid cells
aakfeien-1,Endothelial cells
aakfelna-1,Endothelial cells
aakffdbo-1,Fibroblasts
aakfpejd-1,pancreatic ductal epithelium
aakgfgcc-1,Fibroblasts
aakhdlmm-1,Fibroblasts
aakhfdhi-1,Fibroblasts
aakhpckb-1,Fibroblasts
aakigipi-1,Myeloid cells
aakjhhhp-1,T cells
aakkanfn-1,Fibroblasts
aaklgggo-1,T cells
aaklhaoo-1,Fibroblasts
aakmdmce-1,T cells
aakmmkdo-1,Fibroblasts
aakndolb-1,Unknown
aaknegag-1,Fibroblasts
aaknfbkc-1,Fibroblasts
aakoaclj-1,Myeloid cells
aakoclhl-1,Fibroblasts
aakpclmb-1,Myeloid cells
aalacibn-1,Unknown
aalafall-1,T cells
aalamnmj-1,Myeloid cells
aalancjf-1,Fibroblasts
aalapjdp-1,Fibroblasts
aalbaope-1,Fibroblasts
aalbgabd-1,Fibroblasts
aalbgpci-1,Fibroblasts
aalcijjn-1,B lineage
aalcpljk-1,Fibroblasts
aalddaek-1,T cells
aaldllno-1,Fibroblasts
aalebigf-1,Myeloid cells
aalelkfg-1,T cells
aalelolg-1,T cells
aalenfkc-1,T cells
aalfalgm-1,T cells
aalfameb-1,T cells
aalfcicc-1,B lineage
aalgclnj-1,Fibroblasts
aalhghln-1,Fibroblasts
aalhoffc-1,Endothelial cells
aaligepf-1,Myeloid cells
aalipkfg-1,T cells
aaljcfed-1,Endothelial cells
aaljfpgm-1,Endothelial cells
aaljkpcj-1,Fibroblasts
aalkcnmf-1,Endothelial cells
aalkdpap-1,Endothelial cells
aalkmmca-1,Endothelial cells
aallbmnk-1,Fibroblasts
aallecae-1,Endothelial cells
aallkdho-1,Unknown
aallphoo-1,Fibroblasts
aalmikph-1,Endothelial cells
aalmipam-1,Endothelial cells
aalmmngh-1,Fibroblasts
aalmnplg-1,Fibroblasts
aalndcjf-1,pancreatic ductal epithelium
aalnjeke-1,pancreatic ductal epithelium
aalnjgmg-1,pancreatic acinar epithelium
aalnlhah-1,pancreatic ductal epithelium
aaloffee-1,Fibroblasts
aalohcng-1,Myeloid cells
aaloholi-1,Fibroblasts
aaloipkg-1,pancreatic acinar epithelium
aaloodjb-1,pancreatic acinar epithelium
aalpgncd-1,pancreatic acinar epithelium
aalphcjn-1,pancreatic acinar epithelium
aalphhof-1,pancreatic ductal epithelium
aalpljgo-1,pancreatic acinar epithelium
aalppgja-1,pancreatic acinar epithelium
aamadcah-1,pancreatic acinar epithelium
aambibci-1,pancreatic acinar epithelium
aambkpno-1,pancreatic ductal epithelium
aambnbbk-1,pancreatic ductal epithelium
aamcfnie-1,pancreatic acinar epithelium
aamcjdji-1,pancreatic ductal epithelium
aamckiaa-1,pancreatic acinar epithelium
aamcnpkj-1,pancreatic ductal epithelium
aamcpfko-1,pancreatic ductal epithelium
aamdgaik-1,pancreatic acinar epithelium
aamdhjng-1,Fibroblasts
aameadff-1,pancreatic ductal epithelium
aamebpne-1,pancreatic acinar epithelium
aameiekl-1,Myeloid cells
aameipkk-1,pancreatic acinar epithelium
aamekpca-1,pancreatic ductal epithelium
aamenamn-1,Fibroblasts
aameolkb-1,Fibroblasts
aamfdbpg-1,Unknown
aamffgnk-1,Myeloid cells
aamfidii-1,Fibroblasts
aamfopdc-1,Fibroblasts
aamganla-1,Fibroblasts
aamheeol-1,Endothelial cells
aamhhimn-1,Fibroblasts
aamhinbo-1,Fibroblasts
aamhkeab-1,Fibroblasts
aamhoppi-1,Fibroblasts
aamiioml-1,Fibroblasts
aamijaik-1,Fibroblasts
aamjeajh-1,Unknown
aamjflna-1,Fibroblasts
aamkocjm-1,Fibroblasts
aamkodpo-1,Fibroblasts
aamlgepb-1,Fibroblasts
aamlhhoe-1,pancreatic ductal epithelium
aamllchp-1,Fibroblasts
aamlpfnb-1,Myeloid cells
aammajao-1,Fibroblasts
aammcnel-1,Unknown
aammomdd-1,Myeloid cells
aamnhelb-1,pancreatic ductal epithelium
aamogfdp-1,Fibroblasts
aampjmda-1,Myeloid cells
aampkgjl-1,Myeloid cells
aanaenbm-1,pancreatic ductal epithelium
aanaengm-1,pancreatic ductal epithelium
aanapadl-1,Unknown
aanbbmbl-1,Unknown
aanbdipi-1,pancreatic ductal epithelium
aanbhcmc-1,Myeloid cells
aanbhdcd-1,pancreatic ductal epithelium
aanbmlen-1,Unknown
aanboflj-1,Unknown
aancanck-1,Myeloid cells
aancbgoa-1,Fibroblasts
aancfpni-1,Fibroblasts
aancgjmb-1,Fibroblasts
aanchejn-1,Myeloid cells
aanclpap-1,Fibroblasts
aandebek-1,pancreatic ductal epithelium
aandhkam-1,Unknown
aandiloi-1,Fibroblasts
aandkfed-1,Unknown
aandpfmj-1,pancreatic ductal epithelium
aanecfnj-1,Fibroblasts
aaneigoh-1,pancreatic ductal epithelium
aanempgl-1,Unknown
aanenken-1,Fibroblasts
aanfbjpd-1,Fibroblasts
aanflhlm-1,Unknown
aanflkgp-1,Unknown
