imageid,pathology,phenotype,fiber_type,feature_fiber,cell_feature,cross_morans_i
JRP144,OA,Monocytes,COL1A1bis,eccentricity,is_Monocytes,-0.03064207612521291
JRP144,OA,Monocytes,COL1A1bis,alignment_score,is_Monocytes,0.09547493131053567
JRP144,OA,Monocytes,COL4A1,major_axis_length,is_Monocytes,0.0036430381082377724
JRP144,OA,Monocytes,COL4A1,minor_axis_length,is_Monocytes,0.05697511923437585
JRP144,OA,Monocytes,COL4A1,area,is_Monocytes,0.03372475262548602
JRP144,OA,Monocytes,COL4A1,eccentricity,is_Monocytes,-0.06086388477218231
JRP144,OA,Monocytes,COL4A1,alignment_score,is_Monocytes,0.060499360818135624
JRP144,OA,Monocytes,COL6A1,major_axis_length,is_Monocytes,0.03511728366568417
JRP144,OA,Monocytes,COL6A1,minor_axis_length,is_Monocytes,0.04460913569571467
JRP144,OA,Monocytes,COL6A1,area,is_Monocytes,0.04161914984827092
JRP144,OA,Monocytes,COL6A1,eccentricity,is_Monocytes,-0.01719738343313958
JRP144,OA,Monocytes,COL6A1,alignment_score,is_Monocytes,0.023107562888864678
JRP144,OA,Monocytes,FN,major_axis_length,is_Monocytes,0.005285248756739775
JRP144,OA,Monocytes,FN,minor_axis_length,is_Monocytes,0.008938180885166246
JRP144,OA,Monocytes,FN,area,is_Monocytes,-0.0022676687580012412
JRP144,OA,Monocytes,FN,eccentricity,is_Monocytes,-0.011144137134518634
JRP144,OA,Monocytes,FN,alignment_score,is_Monocytes,0.04679087531482985
JRP144,OA,Monocytes,MFAP5,major_axis_length,is_Monocytes,-6.415522831660531e-05
JRP144,OA,Monocytes,MFAP5,minor_axis_length,is_Monocytes,0.0027713445895346757
JRP144,OA,Monocytes,MFAP5,area,is_Monocytes,-0.0008032734453494116
JRP144,OA,Monocytes,MFAP5,eccentricity,is_Monocytes,-0.028626655834100376
JRP144,OA,Monocytes,MFAP5,alignment_score,is_Monocytes,0.04261736136328506
JRP144,OA,Dendritic cells,CHP,major_axis_length,is_Dendritic_cells,0.003749598409604745
JRP144,OA,Dendritic cells,CHP,minor_axis_length,is_Dendritic_cells,0.004688629886193881
JRP144,OA,Dendritic cells,CHP,area,is_Dendritic_cells,0.000267398524617938
JRP144,OA,Dendritic cells,CHP,eccentricity,is_Dendritic_cells,0.0035574883827431854
JRP144,OA,Dendritic cells,CHP,alignment_score,is_Dendritic_cells,-0.033156659712971916
JRP144,OA,Dendritic cells,COL1A1bis,major_axis_length,is_Dendritic_cells,-0.004450221857955772
JRP144,OA,Dendritic cells,COL1A1bis,minor_axis_length,is_Dendritic_cells,-0.015027510912531657
JRP144,OA,Dendritic cells,COL1A1bis,area,is_Dendritic_cells,-0.017066614625607626
JRP144,OA,Dendritic cells,COL1A1bis,eccentricity,is_Dendritic_cells,0.01451365377136554
JRP144,OA,Dendritic cells,COL1A1bis,alignment_score,is_Dendritic_cells,-0.0006168870351285773
JRP144,OA,Dendritic cells,COL4A1,major_axis_length,is_Dendritic_cells,-0.0023134847206011007
JRP144,OA,Dendritic cells,COL4A1,minor_axis_length,is_Dendritic_cells,-0.018581785577758834
JRP144,OA,Dendritic cells,COL4A1,area,is_Dendritic_cells,-0.009448835840872043
JRP144,OA,Dendritic cells,COL4A1,eccentricity,is_Dendritic_cells,-0.001180889676927133
JRP144,OA,Dendritic cells,COL4A1,alignment_score,is_Dendritic_cells,-0.03170700155138503
JRP144,OA,Dendritic cells,COL6A1,major_axis_length,is_Dendritic_cells,-0.00818060438464606
JRP144,OA,Dendritic cells,COL6A1,minor_axis_length,is_Dendritic_cells,-0.008825356965946144
JRP144,OA,Dendritic cells,COL6A1,area,is_Dendritic_cells,-0.006952142565977716
JRP144,OA,Dendritic cells,COL6A1,eccentricity,is_Dendritic_cells,0.004949786042522045
JRP144,OA,Dendritic cells,COL6A1,alignment_score,is_Dendritic_cells,0.007594634366741877
JRP144,OA,Dendritic cells,FN,major_axis_length,is_Dendritic_cells,0.012803283356336204
JRP144,OA,Dendritic cells,FN,minor_axis_length,is_Dendritic_cells,0.01968912437795797
JRP144,OA,Dendritic cells,FN,area,is_Dendritic_cells,0.0159211045353741
JRP144,OA,Dendritic cells,FN,eccentricity,is_Dendritic_cells,-0.01506162353860864
JRP144,OA,Dendritic cells,FN,alignment_score,is_Dendritic_cells,-0.016064847069208882
JRP144,OA,Dendritic cells,MFAP5,major_axis_length,is_Dendritic_cells,0.0011610348363170415
JRP144,OA,Dendritic cells,MFAP5,minor_axis_length,is_Dendritic_cells,0.008184788502146392
JRP144,OA,Dendritic cells,MFAP5,area,is_Dendritic_cells,0.016100155411293053
JRP144,OA,Dendritic cells,MFAP5,eccentricity,is_Dendritic_cells,0.012749211728912744
JRP144,OA,Dendritic cells,MFAP5,alignment_score,is_Dendritic_cells,0.011555369444239317
JRP144,OA,Neutrophils,CHP,major_axis_length,is_Neutrophils,0.0258015047352908
JRP144,OA,Neutrophils,CHP,minor_axis_length,is_Neutrophils,0.032430389881990346
JRP144,OA,Neutrophils,CHP,area,is_Neutrophils,0.03908641915879605
JRP144,OA,Neutrophils,CHP,eccentricity,is_Neutrophils,0.0075375672070237465
JRP144,OA,Neutrophils,CHP,alignment_score,is_Neutrophils,-0.026597779298233634
JRP144,OA,Neutrophils,COL1A1bis,major_axis_length,is_Neutrophils,0.009354160090955684
JRP144,OA,Neutrophils,COL1A1bis,minor_axis_length,is_Neutrophils,-0.013859115044863797
JRP144,OA,Neutrophils,COL1A1bis,area,is_Neutrophils,0.0017472976141457112
JRP144,OA,Neutrophils,COL1A1bis,eccentricity,is_Neutrophils,0.0380897843441358
JRP144,OA,Neutrophils,COL1A1bis,alignment_score,is_Neutrophils,0.014690672032028165
JRP144,OA,Neutrophils,COL4A1,major_axis_length,is_Neutrophils,0.020039788116275933
JRP144,OA,Neutrophils,COL4A1,minor_axis_length,is_Neutrophils,0.01887486738560523
JRP144,OA,Neutrophils,COL4A1,area,is_Neutrophils,0.020744003008980997
JRP144,OA,Neutrophils,COL4A1,eccentricity,is_Neutrophils,0.008719690159743883
JRP144,OA,Neutrophils,COL4A1,alignment_score,is_Neutrophils,-0.024598321828719513
JRP144,OA,Neutrophils,COL6A1,major_axis_length,is_Neutrophils,0.0393790936379246
JRP144,OA,Neutrophils,COL6A1,minor_axis_length,is_Neutrophils,0.03924431539363236
JRP144,OA,Neutrophils,COL6A1,area,is_Neutrophils,0.04121313164957623
JRP144,OA,Neutrophils,COL6A1,eccentricity,is_Neutrophils,-0.0055648867871065716
JRP144,OA,Neutrophils,COL6A1,alignment_score,is_Neutrophils,0.010882241887900265
JRP144,OA,Neutrophils,FN,major_axis_length,is_Neutrophils,0.06003134660520371
JRP144,OA,Neutrophils,FN,minor_axis_length,is_Neutrophils,0.06364988925860662
JRP144,OA,Neutrophils,FN,area,is_Neutrophils,0.07499608510832523
JRP144,OA,Neutrophils,FN,eccentricity,is_Neutrophils,-0.019123236608155295
JRP144,OA,Neutrophils,FN,alignment_score,is_Neutrophils,-0.019755071812025456
JRP144,OA,Neutrophils,MFAP5,major_axis_length,is_Neutrophils,-0.0011993259056244552
JRP144,OA,Neutrophils,MFAP5,minor_axis_length,is_Neutrophils,-0.0030226407651746503
JRP144,OA,Neutrophils,MFAP5,area,is_Neutrophils,0.004712905519002678
JRP144,OA,Neutrophils,MFAP5,eccentricity,is_Neutrophils,0.008177782610021438
JRP144,OA,Neutrophils,MFAP5,alignment_score,is_Neutrophils,-0.019299628167514953
JRP144,OA,Vascular cells,CHP,major_axis_length,is_Vascular_cells,0.046242420015089
JRP144,OA,Vascular cells,CHP,minor_axis_length,is_Vascular_cells,0.0317081482774615
JRP144,OA,Vascular cells,CHP,area,is_Vascular_cells,0.028377458629643432
JRP144,OA,Vascular cells,CHP,eccentricity,is_Vascular_cells,0.03560926883026134
JRP144,OA,Vascular cells,CHP,alignment_score,is_Vascular_cells,-0.0035288253608426134
JRP144,OA,Vascular cells,COL1A1bis,major_axis_length,is_Vascular_cells,0.09100053048719879
JRP144,OA,Vascular cells,COL1A1bis,minor_axis_length,is_Vascular_cells,0.0698209650983197
JRP144,OA,Vascular cells,COL1A1bis,area,is_Vascular_cells,0.08233212945294317
JRP144,OA,Vascular cells,COL1A1bis,eccentricity,is_Vascular_cells,0.013423950618043114
JRP144,OA,Vascular cells,COL1A1bis,alignment_score,is_Vascular_cells,-0.06357181474388955
JRP144,OA,Vascular cells,COL4A1,major_axis_length,is_Vascular_cells,0.06524430852250099
JRP144,OA,Vascular cells,COL4A1,minor_axis_length,is_Vascular_cells,0.08494186432701323
JRP144,OA,Vascular cells,COL4A1,area,is_Vascular_cells,0.08503672630555653
JRP144,OA,Vascular cells,COL4A1,eccentricity,is_Vascular_cells,-0.05109524167685038
JRP144,OA,Vascular cells,COL4A1,alignment_score,is_Vascular_cells,-0.009629336362881175
JRP144,OA,Vascular cells,COL6A1,major_axis_length,is_Vascular_cells,0.052383311615307994
JRP144,OA,Vascular cells,COL6A1,minor_axis_length,is_Vascular_cells,0.04851284054871987
JRP144,OA,Vascular cells,COL6A1,area,is_Vascular_cells,0.04990274733285225
JRP144,OA,Vascular cells,COL6A1,eccentricity,is_Vascular_cells,0.004512562571162822
JRP144,OA,Vascular cells,COL6A1,alignment_score,is_Vascular_cells,-0.03421600336716652
JRP144,OA,Vascular cells,FN,major_axis_length,is_Vascular_cells,0.012244832532452395
JRP144,OA,Vascular cells,FN,minor_axis_length,is_Vascular_cells,-0.013783173073112286
JRP144,OA,Vascular cells,FN,area,is_Vascular_cells,-0.012163264062605568
JRP144,OA,Vascular cells,FN,eccentricity,is_Vascular_cells,0.047711424098894506
JRP144,OA,Vascular cells,FN,alignment_score,is_Vascular_cells,-0.005816085789879455
JRP144,OA,Vascular cells,MFAP5,major_axis_length,is_Vascular_cells,0.021358832033115036
JRP144,OA,Vascular cells,MFAP5,minor_axis_length,is_Vascular_cells,0.026086082469915603
JRP144,OA,Vascular cells,MFAP5,area,is_Vascular_cells,0.004849440911171031
JRP144,OA,Vascular cells,MFAP5,eccentricity,is_Vascular_cells,0.0211028418243486
JRP144,OA,Vascular cells,MFAP5,alignment_score,is_Vascular_cells,0.0005476444303756856
S00292623,OA,CD4 T cells,CHP,major_axis_length,is_CD4_T_cells,0.005089166507461111
S00292623,OA,CD4 T cells,CHP,minor_axis_length,is_CD4_T_cells,-0.006609749782307603
S00292623,OA,CD4 T cells,CHP,area,is_CD4_T_cells,0.0024994034855285647
S00292623,OA,CD4 T cells,CHP,eccentricity,is_CD4_T_cells,0.016008527310278516
S00292623,OA,CD4 T cells,CHP,alignment_score,is_CD4_T_cells,-0.024156574805246852
S00292623,OA,CD4 T cells,COL1A1bis,major_axis_length,is_CD4_T_cells,0.002180241236457548
S00292623,OA,CD4 T cells,COL1A1bis,minor_axis_length,is_CD4_T_cells,-0.001567277324150931
S00292623,OA,CD4 T cells,COL1A1bis,area,is_CD4_T_cells,0.004071358553141519
S00292623,OA,CD4 T cells,COL1A1bis,eccentricity,is_CD4_T_cells,0.00282403958701726
S00292623,OA,CD4 T cells,COL1A1bis,alignment_score,is_CD4_T_cells,0.0033638871537121705
S00292623,OA,CD4 T cells,COL4A1,major_axis_length,is_CD4_T_cells,0.005476058965137761
S00292623,OA,CD4 T cells,COL4A1,minor_axis_length,is_CD4_T_cells,0.02116463405278148
S00292623,OA,CD4 T cells,COL4A1,area,is_CD4_T_cells,0.02385851408109706
S00292623,OA,CD4 T cells,COL4A1,eccentricity,is_CD4_T_cells,-0.013038033532642077
S00292623,OA,CD4 T cells,COL4A1,alignment_score,is_CD4_T_cells,0.0002722397146776998
S00292623,OA,CD4 T cells,COL6A1,major_axis_length,is_CD4_T_cells,-0.01019044418174789
S00292623,OA,CD4 T cells,COL6A1,minor_axis_length,is_CD4_T_cells,-0.015135580169807759
S00292623,OA,CD4 T cells,COL6A1,area,is_CD4_T_cells,-0.0034701070180493147
S00292623,OA,CD4 T cells,COL6A1,eccentricity,is_CD4_T_cells,0.010029446031291252
S00292623,OA,CD4 T cells,COL6A1,alignment_score,is_CD4_T_cells,0.00019470223130280852
S00292623,OA,CD4 T cells,FN,major_axis_length,is_CD4_T_cells,-0.010950965674151119
S00292623,OA,CD4 T cells,FN,minor_axis_length,is_CD4_T_cells,-0.015637362672209457
S00292623,OA,CD4 T cells,FN,area,is_CD4_T_cells,-0.009658532708933416
S00292623,OA,CD4 T cells,FN,eccentricity,is_CD4_T_cells,0.014090805367888154
S00292623,OA,CD4 T cells,FN,alignment_score,is_CD4_T_cells,-0.008784450342122354
S00292623,OA,CD4 T cells,MFAP5,major_axis_length,is_CD4_T_cells,-0.012965541662933481
S00292623,OA,CD4 T cells,MFAP5,minor_axis_length,is_CD4_T_cells,-0.01499552785920109
S00292623,OA,CD4 T cells,MFAP5,area,is_CD4_T_cells,-0.011099625269016538
S00292623,OA,CD4 T cells,MFAP5,eccentricity,is_CD4_T_cells,0.0169424575217188
S00292623,OA,CD4 T cells,MFAP5,alignment_score,is_CD4_T_cells,0.0008840796299176197
S00292623,OA,CD8 T cells,CHP,major_axis_length,is_CD8_T_cells,0.006777007389416878
S00292623,OA,CD8 T cells,CHP,minor_axis_length,is_CD8_T_cells,-0.006343402600009071
S00292623,OA,CD8 T cells,CHP,area,is_CD8_T_cells,-0.0014692229845304227
S00292623,OA,CD8 T cells,CHP,eccentricity,is_CD8_T_cells,0.01988128900066233
S00292623,OA,CD8 T cells,CHP,alignment_score,is_CD8_T_cells,-0.03422692427687846
S00292623,OA,CD8 T cells,COL1A1bis,major_axis_length,is_CD8_T_cells,0.009008588033772285
S00292623,OA,CD8 T cells,COL1A1bis,minor_axis_length,is_CD8_T_cells,0.010821480378055179
S00292623,OA,CD8 T cells,COL1A1bis,area,is_CD8_T_cells,0.017057653088551793
S00292623,OA,CD8 T cells,COL1A1bis,eccentricity,is_CD8_T_cells,-0.014907308264232201
S00292623,OA,CD8 T cells,COL1A1bis,alignment_score,is_CD8_T_cells,-0.04264469006955371
S00292623,OA,CD8 T cells,COL4A1,major_axis_length,is_CD8_T_cells,0.02000197388118035
S00292623,OA,CD8 T cells,COL4A1,minor_axis_length,is_CD8_T_cells,0.031455140224377495
S00292623,OA,CD8 T cells,COL4A1,area,is_CD8_T_cells,0.03414906240793724
S00292623,OA,CD8 T cells,COL4A1,eccentricity,is_CD8_T_cells,-0.012233356990110399
S00292623,OA,CD8 T cells,COL4A1,alignment_score,is_CD8_T_cells,-0.03510011355188839
S00292623,OA,CD8 T cells,COL6A1,major_axis_length,is_CD8_T_cells,-0.009859671465258617
S00292623,OA,CD8 T cells,COL6A1,minor_axis_length,is_CD8_T_cells,-0.011970391223495483
S00292623,OA,CD8 T cells,COL6A1,area,is_CD8_T_cells,-0.007573958087484303
S00292623,OA,CD8 T cells,COL6A1,eccentricity,is_CD8_T_cells,0.013447970632159661
S00292623,OA,CD8 T cells,COL6A1,alignment_score,is_CD8_T_cells,-0.021263514525565016
S00292623,OA,CD8 T cells,FN,major_axis_length,is_CD8_T_cells,-0.019004994382331126
S00292623,OA,CD8 T cells,FN,minor_axis_length,is_CD8_T_cells,-0.029872007838395304
S00292623,OA,CD8 T cells,FN,area,is_CD8_T_cells,-0.02305758036831393
S00292623,OA,CD8 T cells,FN,eccentricity,is_CD8_T_cells,0.026016864465246734
S00292623,OA,CD8 T cells,FN,alignment_score,is_CD8_T_cells,-0.010049518638127478
S00292623,OA,CD8 T cells,MFAP5,major_axis_length,is_CD8_T_cells,-0.004353970573389982
S00292623,OA,CD8 T cells,MFAP5,minor_axis_length,is_CD8_T_cells,-0.005200674978392255
S00292623,OA,CD8 T cells,MFAP5,area,is_CD8_T_cells,-0.006359769766482617
S00292623,OA,CD8 T cells,MFAP5,eccentricity,is_CD8_T_cells,0.014740484834824628
S00292623,OA,CD8 T cells,MFAP5,alignment_score,is_CD8_T_cells,-0.006077708334664671
S00292623,OA,T cells,CHP,major_axis_length,is_T_cells,-0.009231313152654134
S00292623,OA,T cells,CHP,minor_axis_length,is_T_cells,-0.005475947054011364
S00292623,OA,T cells,CHP,area,is_T_cells,-0.00183474718416458
S00292623,OA,T cells,CHP,eccentricity,is_T_cells,-0.023523733585903015
S00292623,OA,T cells,CHP,alignment_score,is_T_cells,0.018346189103020112
S00292623,OA,T cells,COL1A1bis,major_axis_length,is_T_cells,-0.027189040269423634
S00292623,OA,T cells,COL1A1bis,minor_axis_length,is_T_cells,-0.026135668548594216
S00292623,OA,T cells,COL1A1bis,area,is_T_cells,-0.01877955222740572
S00292623,OA,T cells,COL1A1bis,eccentricity,is_T_cells,-0.004468129942484733
S00292623,OA,T cells,COL1A1bis,alignment_score,is_T_cells,0.016622932992995686
S00292623,OA,T cells,COL4A1,major_axis_length,is_T_cells,-0.0027265269983605543
S00292623,OA,T cells,COL4A1,minor_axis_length,is_T_cells,-0.004174912110156281
S00292623,OA,T cells,COL4A1,area,is_T_cells,-0.009138051534602676
S00292623,OA,T cells,COL4A1,eccentricity,is_T_cells,-0.008442128498212293
S00292623,OA,T cells,COL4A1,alignment_score,is_T_cells,0.02419851238517609
S00292623,OA,T cells,COL6A1,major_axis_length,is_T_cells,-0.004743881679158171
S00292623,OA,T cells,COL6A1,minor_axis_length,is_T_cells,-0.009386313446778899
S00292623,OA,T cells,COL6A1,area,is_T_cells,-0.002052674688649904
S00292623,OA,T cells,COL6A1,eccentricity,is_T_cells,-0.0014563048733181054
S00292623,OA,T cells,COL6A1,alignment_score,is_T_cells,0.014932580607062708
S00292623,OA,T cells,FN,major_axis_length,is_T_cells,0.022330998464393178
S00292623,OA,T cells,FN,minor_axis_length,is_T_cells,0.02995043498792415
S00292623,OA,T cells,FN,area,is_T_cells,0.0340954181812321
S00292623,OA,T cells,FN,eccentricity,is_T_cells,-0.019498959619514044
S00292623,OA,T cells,FN,alignment_score,is_T_cells,0.017780911812038943
S00292623,OA,T cells,MFAP5,major_axis_length,is_T_cells,-0.014161893341596038
S00292623,OA,T cells,MFAP5,minor_axis_length,is_T_cells,-0.014357295710263956
S00292623,OA,T cells,MFAP5,area,is_T_cells,-0.007350885613782274
S00292623,OA,T cells,MFAP5,eccentricity,is_T_cells,-0.026687536166050622
S00292623,OA,T cells,MFAP5,alignment_score,is_T_cells,0.007905617359788526
S00292623,OA,B cells,CHP,major_axis_length,is_B_cells,-0.004804917254908207
S00292623,OA,B cells,CHP,minor_axis_length,is_B_cells,-0.010960591114380133
S00292623,OA,B cells,CHP,area,is_B_cells,-0.0012405000500955207
S00292623,OA,B cells,CHP,eccentricity,is_B_cells,0.014401710762563386
S00292623,OA,B cells,CHP,alignment_score,is_B_cells,-0.000867471859735459
S00292623,OA,B cells,COL1A1bis,major_axis_length,is_B_cells,0.0031133298211453437
S00292623,OA,B cells,COL1A1bis,minor_axis_length,is_B_cells,0.0008791849382358009
S00292623,OA,B cells,COL1A1bis,area,is_B_cells,0.0018127427753654858
S00292623,OA,B cells,COL1A1bis,eccentricity,is_B_cells,0.011515273710488442
S00292623,OA,B cells,COL1A1bis,alignment_score,is_B_cells,0.03183130255501201
S00292623,OA,B cells,COL4A1,major_axis_length,is_B_cells,0.002818716560502258
S00292623,OA,B cells,COL4A1,minor_axis_length,is_B_cells,0.02870415646027093
S00292623,OA,B cells,COL4A1,area,is_B_cells,0.014977723813350961
S00292623,OA,B cells,COL4A1,eccentricity,is_B_cells,-0.028261170099389842
S00292623,OA,B cells,COL4A1,alignment_score,is_B_cells,0.019831436576551273
S00292623,OA,B cells,COL6A1,major_axis_length,is_B_cells,-0.014666518012898498
S00292623,OA,B cells,COL6A1,minor_axis_length,is_B_cells,-0.018357357479303324
S00292623,OA,B cells,COL6A1,area,is_B_cells,-0.007715684924998938
S00292623,OA,B cells,COL6A1,eccentricity,is_B_cells,0.01359266936774376
S00292623,OA,B cells,COL6A1,alignment_score,is_B_cells,0.010480284028133044
S00292623,OA,B cells,FN,major_axis_length,is_B_cells,-0.015142464821223478
S00292623,OA,B cells,FN,minor_axis_length,is_B_cells,-0.023172243265418176
S00292623,OA,B cells,FN,area,is_B_cells,-0.016708049703468102
S00292623,OA,B cells,FN,eccentricity,is_B_cells,0.019762629749231146
S00292623,OA,B cells,FN,alignment_score,is_B_cells,-0.007322453494893026
S00292623,OA,B cells,MFAP5,major_axis_length,is_B_cells,-0.016189725796789605
S00292623,OA,B cells,MFAP5,minor_axis_length,is_B_cells,-0.016853288036440366
S00292623,OA,B cells,MFAP5,area,is_B_cells,-0.011324987862786195
S00292623,OA,B cells,MFAP5,eccentricity,is_B_cells,0.015039876511710785
S00292623,OA,B cells,MFAP5,alignment_score,is_B_cells,0.017471915797093014
S00292623,OA,Plasma cells,CHP,major_axis_length,is_Plasma_cells,-0.01282656887468351
S00292623,OA,Plasma cells,CHP,minor_axis_length,is_Plasma_cells,-0.02141843904824202
S00292623,OA,Plasma cells,CHP,area,is_Plasma_cells,-0.016228594957166786
S00292623,OA,Plasma cells,CHP,eccentricity,is_Plasma_cells,0.006553077033330196
S00292623,OA,Plasma cells,CHP,alignment_score,is_Plasma_cells,0.0018025018909497623
S00292623,OA,Plasma cells,COL1A1bis,major_axis_length,is_Plasma_cells,-0.00662054363582327
S00292623,OA,Plasma cells,COL1A1bis,minor_axis_length,is_Plasma_cells,-0.0022898775999197056
S00292623,OA,Plasma cells,COL1A1bis,area,is_Plasma_cells,-0.01485363823307522
S00292623,OA,Plasma cells,COL1A1bis,eccentricity,is_Plasma_cells,-0.006458492285926876
S00292623,OA,Plasma cells,COL1A1bis,alignment_score,is_Plasma_cells,0.03160310825994915
S00292623,OA,Plasma cells,COL4A1,major_axis_length,is_Plasma_cells,0.01710492435124357
S00292623,OA,Plasma cells,COL4A1,minor_axis_length,is_Plasma_cells,0.038063637655016774
S00292623,OA,Plasma cells,COL4A1,area,is_Plasma_cells,0.028617123807804307
S00292623,OA,Plasma cells,COL4A1,eccentricity,is_Plasma_cells,-0.025886110026842483
S00292623,OA,Plasma cells,COL4A1,alignment_score,is_Plasma_cells,0.0002901726566453841
S00292623,OA,Plasma cells,COL6A1,major_axis_length,is_Plasma_cells,-0.010295322436008555
S00292623,OA,Plasma cells,COL6A1,minor_axis_length,is_Plasma_cells,-0.01076387353756417
S00292623,OA,Plasma cells,COL6A1,area,is_Plasma_cells,-0.006954634910225492
S00292623,OA,Plasma cells,COL6A1,eccentricity,is_Plasma_cells,0.001957081309147069
S00292623,OA,Plasma cells,COL6A1,alignment_score,is_Plasma_cells,-0.011334290592220148
S00292623,OA,Plasma cells,FN,major_axis_length,is_Plasma_cells,-0.02279297610255933
S00292623,OA,Plasma cells,FN,minor_axis_length,is_Plasma_cells,-0.03452036692434887
S00292623,OA,Plasma cells,FN,area,is_Plasma_cells,-0.02607903196665825
S00292623,OA,Plasma cells,FN,eccentricity,is_Plasma_cells,0.030972001594869698
S00292623,OA,Plasma cells,FN,alignment_score,is_Plasma_cells,-0.007948004407773723
S00292623,OA,Plasma cells,MFAP5,major_axis_length,is_Plasma_cells,-0.006614152614311842
S00292623,OA,Plasma cells,MFAP5,minor_axis_length,is_Plasma_cells,-0.0007582448666189248
S00292623,OA,Plasma cells,MFAP5,area,is_Plasma_cells,-0.005383171279147083
S00292623,OA,Plasma cells,MFAP5,eccentricity,is_Plasma_cells,0.014383124447388042
S00292623,OA,Plasma cells,MFAP5,alignment_score,is_Plasma_cells,0.0019469866461577874
S00292623,OA,Macrophages,CHP,major_axis_length,is_Macrophages,-0.018817792019464513
S00292623,OA,Macrophages,CHP,minor_axis_length,is_Macrophages,-0.019383248227158444
S00292623,OA,Macrophages,CHP,area,is_Macrophages,-0.014366362404431692
S00292623,OA,Macrophages,CHP,eccentricity,is_Macrophages,-0.0074691736443361235
S00292623,OA,Macrophages,CHP,alignment_score,is_Macrophages,-0.007416244648482715
S00292623,OA,Macrophages,COL1A1bis,major_axis_length,is_Macrophages,-0.01855821511776279
S00292623,OA,Macrophages,COL1A1bis,minor_axis_length,is_Macrophages,-0.01646047485488205
S00292623,OA,Macrophages,COL1A1bis,area,is_Macrophages,-0.017464628682433092
S00292623,OA,Macrophages,COL1A1bis,eccentricity,is_Macrophages,0.007312832299247371
S00292623,OA,Macrophages,COL1A1bis,alignment_score,is_Macrophages,0.021141160661320872
S00292623,OA,Macrophages,COL4A1,major_axis_length,is_Macrophages,-0.04373826657059803
S00292623,OA,Macrophages,COL4A1,minor_axis_length,is_Macrophages,-0.059651341373919996
S00292623,OA,Macrophages,COL4A1,area,is_Macrophages,-0.051000615429583555
S00292623,OA,Macrophages,COL4A1,eccentricity,is_Macrophages,0.033720241628670176
S00292623,OA,Macrophages,COL4A1,alignment_score,is_Macrophages,0.027136058914539334
S00292623,OA,Macrophages,COL6A1,major_axis_length,is_Macrophages,-0.0010626805122929375
S00292623,OA,Macrophages,COL6A1,minor_axis_length,is_Macrophages,-0.008322069810787367
S00292623,OA,Macrophages,COL6A1,area,is_Macrophages,-0.0062416760588100565
S00292623,OA,Macrophages,COL6A1,eccentricity,is_Macrophages,-0.0058798163562367054
S00292623,OA,Macrophages,COL6A1,alignment_score,is_Macrophages,-0.007145788328963366
S00292623,OA,Macrophages,FN,major_axis_length,is_Macrophages,0.010838003111819214
S00292623,OA,Macrophages,FN,minor_axis_length,is_Macrophages,0.008579531601480594
S00292623,OA,Macrophages,FN,area,is_Macrophages,0.01220192102714313
S00292623,OA,Macrophages,FN,eccentricity,is_Macrophages,-0.012977764384099573
S00292623,OA,Macrophages,FN,alignment_score,is_Macrophages,-0.011860035896982982
S00292623,OA,Macrophages,MFAP5,major_axis_length,is_Macrophages,0.010874079522928513
S00292623,OA,Macrophages,MFAP5,minor_axis_length,is_Macrophages,0.006409629880095867
S00292623,OA,Macrophages,MFAP5,area,is_Macrophages,0.003936695818062496
S00292623,OA,Macrophages,MFAP5,eccentricity,is_Macrophages,-0.012289691784970386
S00292623,OA,Macrophages,MFAP5,alignment_score,is_Macrophages,0.0007268778967154303
S00292623,OA,MERTK+ Macrophages,CHP,major_axis_length,is_MERTKpos_Macrophages,0.0013141505827850947
S00292623,OA,MERTK+ Macrophages,CHP,minor_axis_length,is_MERTKpos_Macrophages,0.00031161191505447625
S00292623,OA,MERTK+ Macrophages,CHP,area,is_MERTKpos_Macrophages,0.0011215301012661271
S00292623,OA,MERTK+ Macrophages,CHP,eccentricity,is_MERTKpos_Macrophages,0.0002427591883905912
S00292623,OA,MERTK+ Macrophages,CHP,alignment_score,is_MERTKpos_Macrophages,0.012195344583581279
S00292623,OA,MERTK+ Macrophages,COL1A1bis,major_axis_length,is_MERTKpos_Macrophages,-0.006747811420380191
S00292623,OA,MERTK+ Macrophages,COL1A1bis,minor_axis_length,is_MERTKpos_Macrophages,-0.007080376356315385
S00292623,OA,MERTK+ Macrophages,COL1A1bis,area,is_MERTKpos_Macrophages,-0.005502892996754654
S00292623,OA,MERTK+ Macrophages,COL1A1bis,eccentricity,is_MERTKpos_Macrophages,-0.00032071103273145063
S00292623,OA,MERTK+ Macrophages,COL1A1bis,alignment_score,is_MERTKpos_Macrophages,0.0130926926619464
S00292623,OA,MERTK+ Macrophages,COL4A1,major_axis_length,is_MERTKpos_Macrophages,-0.0057085639641025875
S00292623,OA,MERTK+ Macrophages,COL4A1,minor_axis_length,is_MERTKpos_Macrophages,-0.00787893874431263
S00292623,OA,MERTK+ Macrophages,COL4A1,area,is_MERTKpos_Macrophages,-0.006008818562554487
S00292623,OA,MERTK+ Macrophages,COL4A1,eccentricity,is_MERTKpos_Macrophages,0.00806212643643474
S00292623,OA,MERTK+ Macrophages,COL4A1,alignment_score,is_MERTKpos_Macrophages,-0.007366323381583482
S00292623,OA,MERTK+ Macrophages,COL6A1,major_axis_length,is_MERTKpos_Macrophages,-0.0009165296346390317
