phenotype,fiber_type,feature_fiber,n_RA,n_OA,mean_RA,mean_OA,RA_minus_OA,p_value_mannwhitney
CD4 T cells,FN,alignment_score,3,3,-0.011885758864516769,0.0027804411719273177,-0.014666200036444086,0.7
CD4 T cells,COL6A1,minor_axis_length,3,3,-0.01570612726194798,-0.0010213737497607703,-0.014684753512187211,0.2
MERTK+ Macrophages,CHP,area,3,3,-0.020189397607883394,-0.005171129794329241,-0.015018267813554153,0.2
MERTK+ Macrophages,COL6A1,eccentricity,3,3,-0.005942939466528959,0.009114993792446626,-0.015057933258975585,0.2
CD4 T cells,FN,major_axis_length,3,3,-0.024920415103971198,-0.009774559928235352,-0.015145855175735846,0.1
CD4 T cells,CHP,area,3,3,-0.01135919397919602,0.004053599964292101,-0.01541279394348812,0.1
B cells,FN,area,3,3,-0.02157299808985312,-0.00602162239171232,-0.015551375698140801,0.1
Plasma cells,COL4A1,major_axis_length,3,3,-0.00865085096073208,0.007040113818279015,-0.015690964779011093,0.7
T cells,COL1A1bis,eccentricity,3,3,-0.010574694413996796,0.005389807504937187,-0.015964501918933983,0.4
Neutrophils,COL6A1,area,3,3,0.007644914287545081,0.023610351265563975,-0.015965436978018895,0.4
B cells,CHP,alignment_score,3,3,-0.007795871718087439,0.00841437498380321,-0.016210246701890647,0.7
B cells,COL4A1,major_axis_length,3,3,-0.006688450135279828,0.009660388292121727,-0.016348838427401556,0.7
Macrophages,FN,area,3,3,-0.008230716393347659,0.008173580776329474,-0.01640429716967713,0.7
B cells,COL1A1bis,area,3,3,-0.009850186437505615,0.006800578444108717,-0.016650764881614332,0.4
B cells,CHP,area,3,3,-0.021425400284874274,-0.0040586572529638125,-0.01736674303191046,0.1
CD8 T cells,FN,eccentricity,3,3,0.0041476237448917945,0.02176610513128964,-0.017618481386397846,0.7
CD8 T cells,COL4A1,minor_axis_length,3,3,0.013034039884626356,0.030713081615615336,-0.01767904173098898,0.4
CD8 T cells,FN,minor_axis_length,3,3,-0.035038253500271586,-0.01673682990244241,-0.018301423597829176,0.2
MERTK+ Macrophages,COL4A1,alignment_score,3,3,-0.02934405115841932,-0.010880172751946693,-0.018463878406472626,1.0
Plasma cells,CHP,eccentricity,3,3,-0.009173836335387105,0.00932960330687248,-0.018503439642259582,0.2
Macrophages,MFAP5,major_axis_length,3,3,0.002614562914692007,0.021128387730399555,-0.01851382481570755,0.7
CD8 T cells,CHP,minor_axis_length,3,3,-0.016279859058077637,0.002368580049700826,-0.018648439107778463,0.2
Neutrophils,MFAP5,area,3,3,-0.01661434979797226,0.0020832754706533673,-0.018697625268625628,0.1
Macrophages,FN,major_axis_length,3,3,-0.009047633580507594,0.009975873221175754,-0.019023506801683347,0.7
Macrophages,MFAP5,area,3,3,-0.006117573598432381,0.012967293708588137,-0.01908486730702052,0.4
Vascular cells,FN,eccentricity,3,3,0.02623723823135621,0.04540694104183926,-0.01916970281048305,0.7
B cells,FN,major_axis_length,3,3,-0.022849871457574694,-0.003529356358255429,-0.019320515099319265,0.1
Vascular cells,CHP,minor_axis_length,3,3,0.010049036853334489,0.029434644254453145,-0.01938560740111866,0.4
Vascular cells,CHP,area,3,3,0.008656499639304692,0.02810409527248441,-0.019447595633179715,0.4
Macrophages,MFAP5,minor_axis_length,3,3,-0.0028514699979726213,0.016724205919981614,-0.019575675917954234,0.7
MERTK+ Macrophages,COL6A1,alignment_score,3,3,-0.025748030439094117,-0.006022683982147599,-0.019725346456946517,0.7
Dendritic cells,FN,minor_axis_length,3,3,-0.017574929932644933,0.0021646739360351545,-0.019739603868680088,0.1
Plasma cells,CHP,alignment_score,3,3,-0.025782712250619826,-0.006032297262838921,-0.019750414987780907,0.7
Dendritic cells,COL1A1bis,alignment_score,3,3,-0.023736107586402284,-0.0038106004412366916,-0.019925507145165593,0.2
Neutrophils,COL6A1,major_axis_length,3,3,0.003264304368346023,0.023852433618974295,-0.020588129250628272,0.4
Plasma cells,COL6A1,alignment_score,3,3,-0.031149038934832285,-0.010478269808025242,-0.020670769126807043,0.7
CD8 T cells,MFAP5,minor_axis_length,3,3,-0.019756588159181472,0.0015192788224021375,-0.02127586698158361,0.2
Vascular cells,CHP,alignment_score,3,3,-0.033848832820741664,-0.012524511610619312,-0.02132432121012235,0.7
CD8 T cells,FN,major_axis_length,3,3,-0.03099640553906087,-0.009472481565106364,-0.021523923973954508,0.2
Plasma cells,COL4A1,minor_axis_length,3,3,-0.006618841534703879,0.015018602230039058,-0.021637443764742935,1.0
Neutrophils,COL4A1,eccentricity,3,3,-0.02236104231774416,-0.0005758172160912029,-0.021785225101652955,0.4
Macrophages,COL4A1,eccentricity,3,3,-0.014268807751302794,0.0076176658815098235,-0.02188647363281262,0.7
Neutrophils,COL1A1bis,alignment_score,3,3,-0.0043392591161836675,0.018377864639328032,-0.0227171237555117,0.7
B cells,COL1A1bis,minor_axis_length,3,3,-0.014763308213518558,0.007954365916462697,-0.022717674129981255,0.4
B cells,COL4A1,area,3,3,-0.008014537242971883,0.014839073049745646,-0.022853610292717527,0.7
CD4 T cells,CHP,minor_axis_length,3,3,-0.02066044422139813,0.002245213479595404,-0.022905657700993533,0.1
Vascular cells,COL4A1,major_axis_length,3,3,0.02863245696228516,0.05181666544595093,-0.02318420848366577,0.7
Monocytes,COL4A1,area,3,3,0.009415420407963483,0.033191419392970635,-0.023775998985007152,0.7
CD8 T cells,CHP,major_axis_length,3,3,-0.011028391319477596,0.012758911331792846,-0.023787302651270444,0.1
Neutrophils,MFAP5,major_axis_length,3,3,-0.021218940602548433,0.0026178885267165216,-0.023836829129264957,0.1
CD4 T cells,COL6A1,alignment_score,3,3,-0.0215366561712544,0.002714128804844154,-0.024250784976098554,0.7
Vascular cells,COL6A1,alignment_score,3,3,-0.047252758567928654,-0.02255497937158926,-0.024697779196339396,1.0
Neutrophils,CHP,major_axis_length,3,3,-0.008535170071595365,0.016216196690152833,-0.024751366761748196,0.2
Plasma cells,COL4A1,area,3,3,-0.011107485595101337,0.014925936217405173,-0.026033421812506508,0.4
B cells,COL4A1,minor_axis_length,3,3,-0.007937435030776771,0.018257186818295162,-0.026194621849071932,0.2
CD8 T cells,COL4A1,major_axis_length,3,3,-0.003661876978486099,0.022582127585826273,-0.026244004564312372,1.0
Vascular cells,CHP,major_axis_length,3,3,0.02213263206529717,0.04888877462363084,-0.026756142558333668,0.2
CD4 T cells,CHP,major_axis_length,3,3,-0.01681110697948889,0.01015212609382514,-0.026963233073314028,0.1
Plasma cells,COL1A1bis,alignment_score,3,3,-0.02192214688974666,0.005377971398510491,-0.02730011828825715,0.4
MERTK+ Macrophages,MFAP5,minor_axis_length,3,3,-0.020273405720875985,0.0072879785818082835,-0.027561384302684268,0.2
Monocytes,COL1A1bis,minor_axis_length,3,3,0.0011428543251954966,0.02956837295720398,-0.02842551863200848,0.4
Neutrophils,CHP,minor_axis_length,3,3,-0.010613019130139179,0.017937306567582852,-0.02855032569772203,0.1
B cells,CHP,minor_axis_length,3,3,-0.036832112341145556,-0.008231090130627785,-0.028601022210517774,0.1
Vascular cells,MFAP5,alignment_score,3,3,-0.03374379764866487,-0.004916934405005115,-0.028826863243659757,1.0
Neutrophils,CHP,area,3,3,-0.011535589004057762,0.01769309536744296,-0.029228684371500724,0.2
B cells,CHP,major_axis_length,3,3,-0.032102154189216525,-0.00259655801392317,-0.029505596175293355,0.1
Neutrophils,FN,minor_axis_length,3,3,0.00244364252583424,0.03274296080616881,-0.030299318280334567,0.1
Neutrophils,MFAP5,minor_axis_length,3,3,-0.02947450761814997,0.0008745007108618377,-0.030349008329011808,0.4
Monocytes,COL1A1bis,area,3,3,-0.00799932663167033,0.02632616275276684,-0.03432548938443717,0.1
MERTK+ Macrophages,COL1A1bis,alignment_score,3,3,-0.032140838823845656,0.003200170162026962,-0.03534100898587262,0.2
Dendritic cells,MFAP5,alignment_score,3,3,-0.030260998721184457,0.005090330268091814,-0.03535132898927627,0.1
MERTK+ Macrophages,MFAP5,alignment_score,3,3,-0.027316498464966244,0.008275095459829363,-0.035591593924795606,0.1
T cells,COL4A1,eccentricity,3,3,-0.015957784957438246,0.024068822953690214,-0.040026607911128456,1.0
Neutrophils,FN,major_axis_length,3,3,-0.004924244638524171,0.03678507836325626,-0.04170932300178043,0.1
Neutrophils,FN,area,3,3,-0.0003258185055420564,0.04224124490950437,-0.04256706341504643,0.1
Vascular cells,COL4A1,minor_axis_length,3,3,0.009370330854475653,0.05216780899788079,-0.042797478143405135,0.2
CD8 T cells,COL4A1,area,3,3,-0.010285001923879785,0.03401386364272858,-0.044298865566608364,0.1
CD4 T cells,MFAP5,alignment_score,3,3,-0.043108552177904984,0.001680082538287402,-0.044788634716192384,0.1
Vascular cells,COL1A1bis,major_axis_length,3,3,0.03867626856543841,0.08400839304347202,-0.04533212447803361,0.1
Vascular cells,COL1A1bis,area,3,3,0.007243507499392646,0.056887257824473375,-0.04964375032508073,0.2
MERTK+ Macrophages,CHP,alignment_score,3,3,-0.04589654685891289,0.008376413875990028,-0.05427296073490292,0.1
Vascular cells,COL1A1bis,minor_axis_length,3,3,-0.004519360959640145,0.05073101165917119,-0.055250372618811334,0.1
Vascular cells,FN,alignment_score,3,3,-0.06290140237352768,-0.004725017480586885,-0.05817638489294079,0.4
CD4 T cells,COL4A1,alignment_score,3,3,-0.03229249102046778,0.026748935868913696,-0.05904142688938148,0.4
Vascular cells,COL4A1,alignment_score,3,3,-0.09269340604483772,-0.015600359793637853,-0.07709304625119986,0.7
